ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Budżet Państwa
0015-0003-0002;0015-0003;c;Podzadanie 15.3.2;Reprezentowanie i ochrona interesów RP przed międzynarodowymi organami sądowymi;;;4216
0015-0003-0002-0001;0015-0003-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;4216
0015-0003-0003;0015-0003;c;Podzadanie 15.3.3;Zapewnianie obsługi prawnej działań wynikających z członkostwa Polski w UE;;;2873
0015-0003-0003-0001;0015-0003-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;2873
0015-0004;0015;b;Zadanie 15.4;Kształtowanie międzynarodowego wizerunku RP;;;204719
0015-0004-0001;0015-0004;c;Podzadanie 15.4.1;Prowadzenie promocji kraju;;;116200
0015-0004-0001-0001;0015-0004-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;6985
0015-0004-0001-0002;0015-0004-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;109215
0015-0004-0002;0015-0004;c;Podzadanie 15.4.2;Udział we współpracy rozwojowej i międzynarodowej pomocy humanitarnej;;;5154
0015-0004-0002-0001;0015-0004-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;5154
0015-0004-0003;0015-0004;c;Podzadanie 15.4.3;Wpieranie rozwoju demokracji, praw człowieka i rządów prawa;;;1432
0015-0004-0003-0001;0015-0004-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;1432
0015-0004-0004;0015-0004;c;Podzadanie 15.4.4;Zapewnianie obsługi cudzoziemców i zagranicznych osób prawnych;;;81933
0015-0004-0004-0001;0015-0004-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;81910
0015-0004-0004-0002;0015-0004-0004;d;Dysponent;Wojewodowie;85;;23
0015-0005;0015;b;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;;;84834
0015-0005-0001;0015-0005;c;Podzadanie 15.5.1;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw zagranicznych;;;8185
0015-0005-0001-0001;0015-0005-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;644
0015-0005-0001-0002;0015-0005-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1975
0015-0005-0001-0003;0015-0005-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;540
0015-0005-0001-0004;0015-0005-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;4999
0015-0005-0001-0005;0015-0005-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;27
0015-0005-0002;0015-0005;c;Podzadanie 15.5.2;Kształtowanie i koordynacja współpracy międzynarodowej organów administracji rządowej w odniesieniu do spraw członkostwa Polski w UE;;;58982
0015-0005-0002-0001;0015-0005-0002;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;7795
0015-0005-0002-0002;0015-0005-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;1298
0015-0005-0002-0003;0015-0005-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1408
0015-0005-0002-0004;0015-0005-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;944
0015-0005-0002-0005;0015-0005-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;47475
0015-0005-0002-0006;0015-0005-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;62
0015-0005-0003;0015-0005;c;Podzadanie 15.5.3;Prowadzenie działalności edukacyjnej i informacyjnej;;;8792
0015-0005-0003-0001;0015-0005-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;8703
0015-0005-0003-0002;0015-0005-0003;d;Dysponent;Wojewodowie;85;;89
0015-0005-0004;0015-0005;c;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;;;8875
0015-0005-0004-0001;0015-0005-0004;d;Dysponent;Kancelaria Sejmu;02;;1581
0015-0005-0004-0002;0015-0005-0004;d;Dysponent;Kancelaria Senatu;03;;1053
0015-0005-0004-0003;0015-0005-0004;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;0
0015-0005-0004-0004;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0015-0005-0004-0005;0015-0005-0004;d;Dysponent;Ministerstwo Finansów;19;;0
0015-0005-0004-0006;0015-0005-0004;d;Dysponent;Ministerstwo Gospodarki;20;;0
0015-0005-0004-0007;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;21;;108
0015-0005-0004-0008;0015-0005-0004;d;Dysponent;Ministerstwo Środowiska;22;;0
0015-0005-0004-0009;0015-0005-0004;d;Dysponent;Ministerstwo Kultury i Dziedzictwa Narodowego;24;;0
0015-0005-0004-0010;0015-0005-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;25;;0
0015-0005-0004-0011;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;26;;436
0015-0005-0004-0012;0015-0005-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;0
0015-0005-0004-0013;0015-0005-0004;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;28;;339
0015-0005-0004-0014;0015-0005-0004;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0015-0005-0004-0015;0015-0005-0004;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;0
0015-0005-0004-0016;0015-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0015-0005-0004-0017;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0015-0005-0004-0018;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;33;;0
0015-0005-0004-0019;0015-0005-0004;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;0
0015-0005-0004-0020;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;35;;0
0015-0005-0004-0021;0015-0005-0004;d;Dysponent;Ministerstwo Skarbu Państwa;36;;0
0015-0005-0004-0022;0015-0005-0004;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0015-0005-0004-0023;0015-0005-0004;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;0
0015-0005-0004-0024;0015-0005-0004;d;Dysponent;Ministerstwo Infrastruktury;39;;347
0015-0005-0004-0025;0015-0005-0004;d;Dysponent;Ministerstwo Sportu i Turystyki;40;;0
0015-0005-0004-0026;0015-0005-0004;d;Dysponent;Ministerstwo Środowiska;41;;0
0015-0005-0004-0027;0015-0005-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;711
0015-0005-0004-0028;0015-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0015-0005-0004-0029;0015-0005-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;4186
0015-0005-0004-0030;0015-0005-0004;d;Dysponent;Ministerstwo Zdrowia;46;;0
0015-0005-0004-0031;0015-0005-0004;d;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;53;;0
0015-0005-0004-0032;0015-0005-0004;d;Dysponent;Agencja Bezpieczeństwa Wewnętrznego;57;;0
0015-0005-0004-0033;0015-0005-0004;d;Dysponent;Główny Urząd Statystyczny;58;;15
0015-0005-0004-0034;0015-0005-0004;d;Dysponent;Wyższy Urząd Górniczy;60;;0
0015-0005-0004-0035;0015-0005-0004;d;Dysponent;Urząd Patentowy RP;61;;0
0015-0005-0004-0036;0015-0005-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;62;;0
0015-0005-0004-0037;0015-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0015-0005-0004-0038;0015-0005-0004;d;Dysponent;Państwowa Agencja Atomistyki;68;;76
0015-0005-0004-0039;0015-0005-0004;d;Dysponent;Wojewodowie;85;;23
0016;;a;FUNKCJA 16;SPRAWY OBYWATELSKIE;;;1385543
0016-0001;0016;b;Zadanie 16.1;Obsługa administracyjna obywatela;;;619493
0016-0001-0001;0016-0001;c;Podzadanie 16.1.1;Ewidencja ludności;;;448215
0016-0001-0001-0001;0016-0001-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;231404
0016-0001-0001-0002;0016-0001-0001;d;Dysponent;Wojewodowie;85;;216811
0016-0001-0002;0016-0001;c;Podzadanie 16.1.2;Prowadzenie spraw związanych z funkcjonowaniem administracji publicznej;;;157358
0016-0001-0002-0001;0016-0001-0002;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;3581
0016-0001-0002-0002;0016-0001-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;17;;22985
0016-0001-0002-0003;0016-0001-0002;d;Dysponent;Ministerstwo Rozwoju Regionalnego;34;;676
0016-0001-0002-0004;0016-0001-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;1561
0016-0001-0002-0005;0016-0001-0002;d;Dysponent;Wojewodowie;85;;128555
0016-0001-0003;0016-0001;c;Podzadanie 16.1.3;Prowadzenie spraw dotyczących obywatelstwa polskiego i repatriacji;;;8847
0016-0001-0003-0001;0016-0001-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;4147
0016-0001-0003-0002;0016-0001-0003;d;Dysponent;Wojewodowie;85;;4700
0016-0001-0004;0016-0001;c;Podzadanie 16.1.4;Wydawanie zezwoleń, koncesji oraz kontrola i nadzór;;;5073
0016-0001-0004-0001;0016-0001-0004;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;4474
0016-0001-0004-0002;0016-0001-0004;d;Dysponent;Wojewodowie;85;;599
0016-0002;0016;b;Zadanie 16.2;Przeciwdziałanie dyskryminacji, podtrzymywanie tożsamości kulturowej mniejszości narodowych i etnicznych;;;19634
0016-0002-0001;0016-0002;c;Podzadanie 16.2.1;Przeciwdziałanie dyskryminacji oraz działania wobec mniejszości narodowych i etnicznych;;;18803
0016-0002-0001-0001;0016-0002-0001;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;948
0016-0002-0001-0002;0016-0002-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;16881
0016-0002-0001-0003;0016-0002-0001;d;Dysponent;Wojewodowie;85;;974
0016-0002-0002;0016-0002;c;Podzadanie 16.2.2;Wyrównywanie statusu kobiet i mężczyzn w życiu społeczno-gospodarczym;;;831
0016-0002-0002-0001;0016-0002-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;831
0016-0003;0016;b;Zadanie 16.3;Utrzymanie stosunków między Państwem a Kościołem i związkami wyznaniowymi;;;123114
0016-0003-0001;0016-0003;c;Podzadanie 16.3.1;Realizacja zadań z zakresu stosunków pomiędzy Państwem a Kościołem;;;98095
0016-0003-0001-0001;0016-0003-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;43;;97146
0016-0003-0001-0002;0016-0003-0001;d;Dysponent;Wojewodowie;85;;949
0016-0003-0002;0016-0003;c;Podzadanie 16.3.2;Zagwarantowanie prawa do wolności wyznania;;;25019
0016-0003-0002-0001;0016-0003-0002;d;Dysponent;Ministerstwo Obrony Narodowej;29;;25019
0016-0004;0016;b;Zadanie 16.4;Wspieranie Polonii i Polaków za granicą;;;107172
0016-0004-0001;0016-0004;c;Podzadanie 16.4.1;Wspieranie Polonii i Polaków za granicą oraz rozwijanie ich więzi z Polską;;;107172
0016-0004-0001-0001;0016-0004-0001;d;Dysponent;Kancelaria Senatu;03;;77151
0016-0004-0001-0002;0016-0004-0001;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;738
0016-0004-0001-0003;0016-0004-0001;d;Dysponent;Ministerstwo Edukacji Narodowej;30;;1399
0016-0004-0001-0004;0016-0004-0001;d;Dysponent;Ministerstwo Nauki i Szkolnictwa Wyższego;38;;431
0016-0004-0001-0005;0016-0004-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;27453
0016-0005;0016;b;Zadanie 16.5;Obsługa cudzoziemców i zarządzanie migracjami;;;98459
0016-0005-0001;0016-0005;c;Podzadanie 16.5.1;Obsługa cudzoziemców;;;98459
0016-0005-0001-0001;0016-0005-0001;d;Dysponent;Kancelaria Prezesa Rady Ministrów;16;;2853
0016-0005-0001-0002;0016-0005-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;79139
0016-0005-0001-0003;0016-0005-0001;d;Dysponent;Wojewodowie;85;;16467
0016-0006;0016;b;Zadanie 16.6;Ochrona Praw Obywatelskich, Praw Dziecka i Praw Pacjenta;;;71673
0016-0006-0001;0016-0006;c;Podzadanie 16.6.1;Ochrona wolności oraz praw człowieka i obywatela;;;40044
0016-0006-0001-0001;0016-0006-0001;d;Dysponent;Rzecznik Praw Obywatelskich;08;;40044
0016-0006-0002;0016-0006;c;Podzadanie 16.6.2;Ochrona i promocja praw Dziecka;;;9856
0016-0006-0002-0001;0016-0006-0002;d;Dysponent;Rzecznik Praw Dziecka;14;;9856
0016-0006-0003;0016-0006;c;Podzadanie 16.6.3;Ochrona praw pacjenta;;;6705
0016-0006-0003-0001;0016-0006-0003;d;Dysponent;Rzecznik Praw Pacjenta;66;;6705
0016-0006-0005;0016-0006;c;Podzadanie 16.6.5;Ochrona danych osobowych;;;15068
0016-0006-0005-0001;0016-0006-0005;d;Dysponent;Generalny Inspektor Ochrony Danych Osobowych;10;;15068
0016-0007;0016;b;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;;;106602
0016-0007-0001;0016-0007;c;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;;;95197
0016-0007-0001-0001;0016-0007-0001;d;Dysponent;Wojewodowie;85;;788
0016-0007-0001-0002;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zamościu;86/95;;1109
0016-0007-0001-0003;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zielonej Górze;86/97;;2238
0016-0007-0001-0004;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koszalinie;86/33;;1480
0016-0007-0001-0005;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białymstoku;86/05;;1845
0016-0007-0001-0006;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łomży;86/45;;919
0016-0007-0001-0007;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ostrołęce;86/55;;956
0016-0007-0001-0008;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Poznaniu;86/63;;3332
0016-0007-0001-0009;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Przemyślu;86/65;;1219
0016-0007-0001-0010;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Radomiu;86/67;;1692
0016-0007-0001-0011;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnobrzegu;86/83;;1396
0016-0007-0001-0012;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze we Włocławku;86/91;;1225
0016-0007-0001-0013;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bydgoszczy;86/09;;2621
0016-0007-0001-0014;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Elblągu;86/17;;1477
0016-0007-0001-0015;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gorzowie Wielkopolskim;86/21;;1549
0016-0007-0001-0016;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Katowicach;86/27;;5932
0016-0007-0001-0017;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kielcach;86/29;;2796
0016-0007-0001-0018;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lublinie;86/43;;3016
0016-0007-0001-0019;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Rzeszowie;86/69;;1999
0016-0007-0001-0020;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnowie;86/85;;1845
0016-0007-0001-0021;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze we Wrocławiu;86/93;;2115
0016-0007-0001-0022;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Częstochowie;86/15;;2009
0016-0007-0001-0023;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Jeleniej Górze;86/23;;1369
0016-0007-0001-0024;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krośnie;86/37;;1266
0016-0007-0001-0025;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Legnicy;86/39;;1299
0016-0007-0001-0026;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Płocku;86/61;;1182
0016-0007-0001-0027;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Chełmie;86/11;;911
0016-0007-0001-0028;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kaliszu;86/25;;1461
0016-0007-0001-0029;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Opolu;86/53;;2282
0016-0007-0001-0030;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Piotrkowie Trybunalskim;86/59;;1723
0016-0007-0001-0031;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Siedlcach;86/71;;1307
0016-0007-0001-0032;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Sieradzu;86/73;;1258
0016-0007-0001-0033;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Skierniewicach;86/75;;1033
0016-0007-0001-0034;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Słupsku;86/77;;1354
0016-0007-0001-0035;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Szczecinie;86/81;;2391
0016-0007-0001-0036;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Nowym Sączu;86/49;;1560
0016-0007-0001-0037;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łodzi;86/47;;3313
0016-0007-0001-0038;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Warszawie;86/01;;4779
0016-0007-0001-0039;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ciechanowie;86/13;;1090
0016-0007-0001-0040;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białej Podlaskiej;86/03;;1049
0016-0007-0001-0041;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bielsku-Białej;86/07;;2170
0016-0007-0001-0042;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gdańsku;86/19;;2904
0016-0007-0001-0043;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Suwałkach;86/79;;1149
0016-0007-0001-0044;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Toruniu;86/87;;1819
0016-0007-0001-0045;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Wałbrzychu;86/89;;1651
0016-0007-0001-0046;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lesznie;86/41;;1091
0016-0007-0001-0047;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Pile;86/57;;1184
0016-0007-0001-0048;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koninie;86/31;;1210
0016-0007-0001-0049;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krakowie;86/35;;5047
0016-0007-0001-0050;0016-0007-0001;d;Dysponent;Samorządowe Kolegium Odwoławcze w Olsztynie;86/51;;2787
0016-0007-0002;0016-0007;c;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;;;11405
0016-0007-0002-0001;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zamościu;86/95;;32
0016-0007-0002-0002;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Zielonej Górze;86/97;;120
0016-0007-0002-0003;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koszalinie;86/33;;66
0016-0007-0002-0004;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białymstoku;86/05;;228
0016-0007-0002-0005;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łomży;86/45;;83
0016-0007-0002-0006;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ostrołęce;86/55;;162
0016-0007-0002-0007;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Poznaniu;86/63;;271
0016-0007-0002-0008;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Przemyślu;86/65;;25
0016-0007-0002-0009;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Radomiu;86/67;;89
0016-0007-0002-0010;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnobrzegu;86/83;;66
0016-0007-0002-0011;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze we Włocławku;86/91;;26
0016-0007-0002-0012;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bydgoszczy;86/09;;167
0016-0007-0002-0013;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Elblągu;86/17;;46
0016-0007-0002-0014;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gorzowie Wielkopolskim;86/21;;191
0016-0007-0002-0015;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Katowicach;86/27;;360
0016-0007-0002-0016;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kielcach;86/29;;203
0016-0007-0002-0017;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lublinie;86/43;;248
0016-0007-0002-0018;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Rzeszowie;86/69;;105
0016-0007-0002-0019;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnowie;86/85;;21
0016-0007-0002-0020;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze we Wrocławiu;86/93;;905
0016-0007-0002-0021;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Częstochowie;86/15;;41
0016-0007-0002-0022;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Jeleniej Górze;86/23;;88
0016-0007-0002-0023;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krośnie;86/37;;39
0016-0007-0002-0024;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Legnicy;86/39;;166
0016-0007-0002-0025;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Płocku;86/61;;24
0016-0007-0002-0026;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Chełmie;86/11;;56
0016-0007-0002-0027;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Kaliszu;86/25;;80
0016-0007-0002-0028;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Opolu;86/53;;71
0016-0007-0002-0029;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Piotrkowie Trybunalskim;86/59;;90
0016-0007-0002-0030;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Siedlcach;86/71;;133
0016-0007-0002-0031;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Sieradzu;86/73;;103
0016-0007-0002-0032;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Skierniewicach;86/75;;43
0016-0007-0002-0033;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Słupsku;86/77;;105
0016-0007-0002-0034;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Szczecinie;86/81;;211
0016-0007-0002-0035;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Nowym Sączu;86/49;;173
0016-0007-0002-0036;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Łodzi;86/47;;368
0016-0007-0002-0037;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Warszawie;86/01;;3697
0016-0007-0002-0038;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Ciechanowie;86/13;;155
0016-0007-0002-0039;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Białej Podlaskiej;86/03;;30
0016-0007-0002-0040;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Bielsku-Białej;86/07;;43
0016-0007-0002-0041;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Gdańsku;86/19;;694
0016-0007-0002-0042;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Suwałkach;86/79;;27
0016-0007-0002-0043;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Toruniu;86/87;;240
0016-0007-0002-0044;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Wałbrzychu;86/89;;83
0016-0007-0002-0045;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Lesznie;86/41;;82
0016-0007-0002-0046;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Pile;86/57;;117
0016-0007-0002-0047;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Koninie;86/31;;45
0016-0007-0002-0048;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Krakowie;86/35;;572
0016-0007-0002-0049;0016-0007-0002;d;Dysponent;Samorządowe Kolegium Odwoławcze w Olsztynie;86/51;;415
0016-0008;0016;b;Zadanie 16.8;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;239396
0016-0008-0001;0016-0008;c;Podzadanie 16.8.1;Upowszechnianie i wspieranie e- administracji usług administracji publicznej;;;46689
0016-0008-0001-0001;0016-0008-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;5669
0016-0008-0001-0002;0016-0008-0001;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;14469
0016-0008-0001-0003;0016-0008-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;26551
0016-0008-0002;0016-0008;c;Podzadanie 16.8.2;Centralne systemy ewidencji państwowych;;;22899
0016-0008-0002-0001;0016-0008-0002;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;22899
0016-0008-0003;0016-0008;c;Podzadanie 16.8.3;Projekty informatyczne i teleinformatyczne;;;169808
0016-0008-0003-0001;0016-0008-0003;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;27;;9750
0016-0008-0003-0002;0016-0008-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;1157
0016-0008-0003-0003;0016-0008-0003;d;Dysponent;Ministerstwo Środowiska;41;;775
