ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Budżet Państwa
0012-0001-0005;0012-0001;c;Podzadanie 12.1.5;Ochrona zwierząt łownych i gospodarowanie ich zasobami;;;1800
0012-0001-0005-0001;0012-0001-0005;d;Dysponent;Ministerstwo Środowiska;41;;161
0012-0001-0005-0002;0012-0001-0005;d;Dysponent;Wojewodowie;85;;1639
0012-0001-0006;0012-0001;c;Podzadanie 12.1.6;Przywracanie terenom zdegradowanym wartości przyrodniczych;;;0
0012-0001-0006-0001;0012-0001-0006;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0002;0012;b;Zadanie 12.2;Kształtowanie jakości powietrza atmosferycznego i przeciwdziałanie zmianom klimatu;;;4380
0012-0002-0001;0012-0002;c;Podzadanie 12.2.1;Ochrona powietrza przed zanieczyszczeniami oraz działania z zakresu handlu emisjami zanieczyszczeń innych niż gazy cieplarniane;;;483
0012-0002-0001-0001;0012-0002-0001;d;Dysponent;Ministerstwo Środowiska;41;;483
0012-0002-0002;0012-0002;c;Podzadanie 12.2.2;Ograniczenie emisji gazów cieplarnianych oraz działania z zakresu handlu emisjami CO2  i pakietu energetyczno-klimatycznego;;;724
0012-0002-0002-0001;0012-0002-0002;d;Dysponent;Ministerstwo Środowiska;41;;724
0012-0002-0003;0012-0002;c;Podzadanie 12.2.3;Ochrona klimatu, ochrona warstwy ozonowej oraz transgraniczne przemieszczanie zanieczyszczeń;;;881
0012-0002-0003-0001;0012-0002-0003;d;Dysponent;Ministerstwo Środowiska;41;;881
0012-0002-0004;0012-0002;c;Podzadanie 12.2.4;Opracowanie programów ochrony powietrza;;;2292
0012-0002-0004-0001;0012-0002-0004;d;Dysponent;Ministerstwo Środowiska;41;;162
0012-0002-0004-0002;0012-0002-0004;d;Dysponent;Wojewodowie;85;;2130
0012-0003;0012;b;Zadanie 12.3;Racjonalne gospodarowanie zasobami i strukturami geologicznymi;;;5843
0012-0003-0001;0012-0003;c;Podzadanie 12.3.1;Gromadzenie i udostępnianie danych geologicznych oraz prowadzenie rejestru obszarów górniczych;;;1212
0012-0003-0001-0001;0012-0003-0001;d;Dysponent;Ministerstwo Środowiska;41;;322
0012-0003-0001-0002;0012-0003-0001;d;Dysponent;Wojewodowie;85;;890
0012-0003-0002;0012-0003;c;Podzadanie 12.3.2;Badania geologiczne, gospodarowanie zasobami złóż kopalin oraz ustalanie dyspozycyjnych zasobów wód podziemnych;;;3919
0012-0003-0002-0001;0012-0003-0002;d;Dysponent;Ministerstwo Środowiska;41;;3862
0012-0003-0002-0002;0012-0003-0002;d;Dysponent;Wojewodowie;85;;57
0012-0003-0003;0012-0003;c;Podzadanie 12.3.3;Promocja i upowszechnianie osiągnięć w dziedzinie geologii;;;712
0012-0003-0003-0001;0012-0003-0003;d;Dysponent;Ministerstwo Środowiska;41;;712
0012-0004;0012;b;Zadanie 12.4;Gospodarka odpadami;;;2809
0012-0004-0001;0012-0004;c;Podzadanie 12.4.1;Kształtowanie i realizacja polityki państwa w zakresie gospodarki odpadami;;;2562
0012-0004-0001-0001;0012-0004-0001;d;Dysponent;Ministerstwo Środowiska;41;;1846
0012-0004-0001-0002;0012-0004-0001;d;Dysponent;Wojewodowie;85;;716
0012-0004-0002;0012-0004;c;Podzadanie 12.4.2;Ograniczanie wpływu odpadów na środowisko;;;0
0012-0004-0002-0001;0012-0004-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0004-0003;0012-0004;c;Podzadanie 12.4.3;Nadzorowanie i koordynacja gospodarowania odpadami;;;247
0012-0004-0003-0001;0012-0004-0003;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0004-0003-0002;0012-0004-0003;d;Dysponent;Wojewodowie;85;;247
0012-0005;0012;b;Zadanie 12.5;Gospodarowanie zasobami wodnymi;;;374330
0012-0005-0001;0012-0005;c;Podzadanie 12.5.1;Kształtowanie, ochrona i wykorzystanie zasobów wodnych;;;15955
0012-0005-0001-0001;0012-0005-0001;d;Dysponent;Ministerstwo Środowiska;22;;15955
0012-0005-0001-0002;0012-0005-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0005-0002;0012-0005;c;Podzadanie 12.5.2;Utrzymanie powierzonego majątku związanego z gospodarką wodną;;;106005
0012-0005-0002-0001;0012-0005-0002;d;Dysponent;Ministerstwo Środowiska;22;;106005
0012-0005-0003;0012-0005;c;Podzadanie 12.5.3;Ochrona przeciwpowodziowa oraz przeciwdziałanie skutkom suszy;;;97206
0012-0005-0003-0001;0012-0005-0003;d;Dysponent;Ministerstwo Środowiska;22;;97206
0012-0005-0003-0002;0012-0005-0003;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0005-0004;0012-0005;c;Podzadanie 12.5.4;Budowa i utrzymanie urządzeń melioracji wodnych podstawowych i szczegółowych;;;154517
0012-0005-0004-0001;0012-0005-0004;d;Dysponent;Wojewodowie;85;;154517
0012-0005-0005;0012-0005;c;Podzadanie 12.5.5;Program wieloletni ``Budowa Zbiornika Wodnego Świnna Poręba``;;;64
0012-0005-0005-0001;0012-0005-0005;d;Dysponent;Ministerstwo Środowiska;22;;64
0012-0005-0006;0012-0005;c;Podzadanie 12.5.6;Program wieloletni ``Program dla Odry 2006``;;;583
0012-0005-0006-0001;0012-0005-0006;d;Dysponent;Ministerstwo Środowiska;22;;0
0012-0005-0006-0002;0012-0005-0006;d;Dysponent;Wojewodowie;85;;583
0012-0006;0012;b;Zadanie 12.6;Rozbudowa infrastruktury ochrony środowiska;;;118676
0012-0006-0001;0012-0006;c;Podzadanie 12.6.1;Gospodarka wodno-ściekowa;;;0
0012-0006-0001-0001;0012-0006-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0006-0002;0012-0006;c;Podzadanie 12.6.2;Przedsięwzięcia dostosowujące przedsiębiorstwa do wymogów ochrony środowiska;;;0
0012-0006-0002-0001;0012-0006-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0006-0003;0012-0006;c;Podzadanie 12.6.3;Zadania związane z realizacją projektów finansowanych z Funduszu Spójności;;;4328
0012-0006-0003-0001;0012-0006-0003;d;Dysponent;Ministerstwo Środowiska;41;;4328
0012-0006-0004;0012-0006;c;Podzadanie 12.6.4;Realizacja zadań w ramach Mechanizmu Finansowego EOG, Norweskiego Mechanizmu Finansowego, Polsko-Szwajcarskiej Ramowej Umowy Bilateralnej, Programów Instytucjonalnych i innych programów pomocowych;;;114348
0012-0006-0004-0001;0012-0006-0004;d;Dysponent;Ministerstwo Środowiska;41;;114348
0012-0007;0012;b;Zadanie 12.7;Kontrola, monitoring stanu środowiska i przeciwdziałanie poważnym awariom;;;174650
0012-0007-0001;0012-0007;c;Podzadanie 12.7.1;Kontrola podmiotów korzystających ze środowiska w tym w zakresie zapobiegania poważnym awariom;;;55701
0012-0007-0001-0001;0012-0007-0001;d;Dysponent;Ministerstwo Środowiska;41;;2093
0012-0007-0001-0002;0012-0007-0001;d;Dysponent;Wojewodowie;85;;53608
0012-0007-0002;0012-0007;c;Podzadanie 12.7.2;Monitoring stanu środowiska;;;81379
0012-0007-0002-0001;0012-0007-0002;d;Dysponent;Ministerstwo Środowiska;41;;3197
0012-0007-0002-0002;0012-0007-0002;d;Dysponent;Wojewodowie;85;;78182
0012-0007-0003;0012-0007;c;Podzadanie 12.7.3;Kontrola przestrzegania prawa ochrony środowiska oraz prowadzenie postępowań administracyjnych;;;32366
0012-0007-0003-0001;0012-0007-0003;d;Dysponent;Ministerstwo Środowiska;41;;32123
0012-0007-0003-0002;0012-0007-0003;d;Dysponent;Wojewodowie;85;;243
0012-0007-0004;0012-0007;c;Podzadanie 12.7.4;Ochrona przed skutkami zagrożeń naturalnych;;;4500
0012-0007-0004-0001;0012-0007-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;4500
0012-0007-0004-0002;0012-0007-0004;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0007-0005;0012-0007;c;Podzadanie 12.7.5;Pozwolenia zintegrowane oraz najlepsze dostępne techniki;;;704
0012-0007-0005-0001;0012-0007-0005;d;Dysponent;Ministerstwo Środowiska;41;;704
0012-0008;0012;b;Zadanie 12.8;Realizacja polityki ekologicznej państwa;;;5501
0012-0008-0001;0012-0008;c;Podzadanie 12.8.1;Prowadzenie polityki ekologicznej państwa;;;1439
0012-0008-0001-0001;0012-0008-0001;d;Dysponent;Ministerstwo Środowiska;41;;1439
0012-0008-0002;0012-0008;c;Podzadanie 12.8.2;Prowadzenie polityki zrównoważonego rozwoju obszarów strategicznych;;;240
0012-0008-0002-0001;0012-0008-0002;d;Dysponent;Ministerstwo Środowiska;41;;240
0012-0008-0003;0012-0008;c;Podzadanie 12.8.3;Promocja postaw proekologicznych i edukacja środowiskowa;;;3822
0012-0008-0003-0001;0012-0008-0003;d;Dysponent;Ministerstwo Środowiska;41;;3822
0012-0009;0012;b;Zadanie 12.9;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;7990
0012-0009-0001;0012-0009;c;Podzadanie 12.9.1;Utrzymanie systemów informatycznych;;;6902
0012-0009-0001-0001;0012-0009-0001;d;Dysponent;Ministerstwo Środowiska;22;;1961
0012-0009-0001-0002;0012-0009-0001;d;Dysponent;Ministerstwo Środowiska;41;;4941
0012-0009-0002;0012-0009;c;Podzadanie 12.9.2;Budowa i wdrożenie rozwiązań informatycznych;;;1088
0012-0009-0002-0001;0012-0009-0002;d;Dysponent;Ministerstwo Środowiska;22;;421
0012-0009-0002-0002;0012-0009-0002;d;Dysponent;Ministerstwo Środowiska;41;;667
0013;;a;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;;;85031433
0013-0001;0013;b;Zadanie 13.1;Pomoc i integracja społeczna;;;3262738
0013-0001-0001;0013-0001;c;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;;;3178362
0013-0001-0001-0001;0013-0001-0001;d;Dysponent;Ministerstwo Finansów;19;;21101
0013-0001-0001-0002;0013-0001-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;13094
0013-0001-0001-0003;0013-0001-0001;d;Dysponent;Wojewodowie;85;;3144167
0013-0001-0002;0013-0001;c;Podzadanie 13.1.2;Tworzenie, wdrażanie oraz realizacja przepisów o pomocy społecznej;;;1380
0013-0001-0002-0001;0013-0001-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;1380
0013-0001-0002-0002;0013-0001-0002;d;Dysponent;Wojewodowie;85;;0
0013-0001-0003;0013-0001;c;Podzadanie 13.1.3;Zapewnienie jakości kształcenia i doskonalenia zawodowego służb społecznych;;;717
0013-0001-0003-0001;0013-0001-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;717
0013-0001-0004;0013-0001;c;Podzadanie 13.1.4;Działalność badawcza, doradcza i informacyjna;;;1590
0013-0001-0004-0001;0013-0001-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;1590
0013-0001-0005;0013-0001;c;Podzadanie 13.1.5;Nadzór nad jednostkami organizacyjnymi pomocy społecznej;;;689
0013-0001-0005-0001;0013-0001-0005;d;Dysponent;Wojewodowie;85;;689
0013-0001-0006;0013-0001;c;Podzadanie 13.1.6;Mieszkania socjalne, mieszkania chronione, noclegownie i domy dla bezdomnych;;;80000
0013-0001-0006-0001;0013-0001-0006;d;Dysponent;Ministerstwo Infrastruktury;18;;80000
0013-0002;0013;b;Zadanie 13.2;Aktywizacja społeczna osób niepełnosprawnych;;;98919
0013-0002-0001;0013-0002;c;Podzadanie 13.2.1;Wspomaganie aktywizacji społecznej osób niepełnosprawnych;;;1390
0013-0002-0001-0001;0013-0002-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;1390
0013-0002-0002;0013-0002;c;Podzadanie 13.2.2;Prowadzenie dialogu obywatelskiego w zakresie aktywizacji społecznej osób niepełnosprawnych;;;313
0013-0002-0002-0001;0013-0002-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;313
0013-0002-0003;0013-0002;c;Podzadanie 13.2.3;Orzekanie o niepełnosprawności;;;96110
0013-0002-0003-0001;0013-0002-0003;d;Dysponent;Wojewodowie;85;;96110
0013-0002-0004;0013-0002;c;Podzadanie 13.2.4;Nadzór nad ośrodkami i organizatorami turnusów rehabilitacyjnych;;;1106
0013-0002-0004-0001;0013-0002-0004;d;Dysponent;Wojewodowie;85;;1106
0013-0003;0013;b;Zadanie 13.3;Ubezpieczenia społeczne;;;72339265
0013-0003-0001;0013-0003;c;Podzadanie 13.3.1;Świadczenia społeczne;;;13259426
0013-0003-0001-0001;0013-0003-0001;d;Dysponent;Polska Akademia Nauk;67;;1325
0013-0003-0001-0002;0013-0003-0001;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;13258101
0013-0003-0002;0013-0003;c;Podzadanie 13.3.2;Nadzór nad zgodnością działań Zakładu Ubezpieczeń Społecznych z obowiązującymi przepisami prawa;;;969
0013-0003-0002-0001;0013-0003-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;969
0013-0003-0004;0013-0003;c;Podzadanie 13.3.4;Prewencja i rehabilitacja;;;1000
0013-0003-0004-0001;0013-0003-0004;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;1000
0013-0003-0005;0013-0003;c;Podzadanie 13.3.5;Świadczenia emerytalne dla funkcjonariuszy i żołnierzy;;;13428546
0013-0003-0005-0001;0013-0003-0005;d;Dysponent;Ministerstwo Obrony Narodowej;29;;5773836
0013-0003-0005-0002;0013-0003-0005;d;Dysponent;Ministerstwo Sprawiedliwości;37;;1045640
0013-0003-0005-0003;0013-0003-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;6609070
0013-0003-0006;0013-0003;c;Podzadanie 13.3.6;Uposażenia dla sędziów i prokuratorów  w stanie spoczynku i uposażenia rodzinne;;;421845
0013-0003-0006-0001;0013-0003-0006;d;Dysponent;Sąd Najwyższy;04;;19376
0013-0003-0006-0002;0013-0003-0006;d;Dysponent;Naczelny Sąd Administracyjny;05;;21510
0013-0003-0006-0003;0013-0003-0006;d;Dysponent;Trybunał Konstytucyjny;06;;4702
0013-0003-0006-0004;0013-0003-0006;d;Dysponent;Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu;13;;2095
0013-0003-0006-0005;0013-0003-0006;d;Dysponent;Ministerstwo Sprawiedliwości;15;;189977
0013-0003-0006-0006;0013-0003-0006;d;Dysponent;Ministerstwo Obrony Narodowej;29;;319
0013-0003-0006-0007;0013-0003-0006;d;Dysponent;Ministerstwo Sprawiedliwości;37;;6076
0013-0003-0006-0008;0013-0003-0006;d;Dysponent;Prokuratura Generalna;88;;177790
0013-0003-0007;0013-0003;c;Podzadanie 13.3.7;Wypłata świadczeń zleconych do realizacji Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego;;;6103727
0013-0003-0007-0001;0013-0003-0007;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;668444
0013-0003-0007-0002;0013-0003-0007;d;Dysponent;Zakład Ubezpieczeń Społecznych;73;;5435283
0013-0003-0008;0013-0003;c;Podzadanie 13.3.8;Kształtowanie systemu repartycyjnego;;;1046
0013-0003-0008-0001;0013-0003-0008;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;1046
0013-0003-0010;0013-0003;c;Podzadanie 13.3.10;Świadczenia pieniężne dla żołnierzy zwolnionych z zawodowej służby wojskowej;;;245547
0013-0003-0010-0001;0013-0003-0010;d;Dysponent;Ministerstwo Obrony Narodowej;29;;245547
0013-0003-0011;0013-0003;c;Podzadanie 13.3.11;Zapewnienie wypłacalności świadczeń z Funduszu Ubezpieczeń Społecznych;;;37134406
0013-0003-0011-0001;0013-0003-0011;d;Dysponent;Zakład Ubezpieczeń Społecznych;73;;37134406
0013-0003-0012;0013-0003;c;Podzadanie 13.3.12;Przekazywanie składek na ubezpieczenia społeczne;;;1741206
0013-0003-0012-0001;0013-0003-0012;d;Dysponent;Zakład Ubezpieczeń Społecznych;73;;1741206
0013-0003-0013;0013-0003;c;Podzadanie 13.3.13;Wspieranie działań Otwartych Funduszy Emerytalnych;;;225
0013-0003-0013-0001;0013-0003-0013;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;225
0013-0003-0014;0013-0003;c;Podzadanie 13.3.14;Wspieranie Pracowniczych Programów Emerytalnych i Indywidualnych Kont Emerytalnych;;;150
0013-0003-0014-0001;0013-0003-0014;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;150
0013-0003-0015;0013-0003;c;Podzadanie 13.3.15;Koordynacja systemów zabezpieczenia społecznego;;;1172
0013-0003-0015-0001;0013-0003-0015;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;1172
0013-0004;0013;b;Zadanie 13.4;Sprawy kombatantów i osób represjonowanych;;;28798
0013-0004-0001;0013-0004;c;Podzadanie 13.4.1;Orzekanie o usprawnieniach kombatantów i innych osób uprawnionych oraz tworzenie zbiorów akt kombatanckich;;;6511
0013-0004-0001-0001;0013-0004-0001;d;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;54;;6511
0013-0004-0002;0013-0004;c;Podzadanie 13.4.2;Wsparcie socjalne dla kombatantów, ofiar represji i innych osób uprawnionych;;;13096
0013-0004-0002-0001;0013-0004-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;150
0013-0004-0002-0002;0013-0004-0002;d;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;54;;12946
0013-0004-0002-0003;0013-0004-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0013-0004-0003;0013-0004;c;Podzadanie 13.4.3;Honorowanie kombatantów i ofiar represji oraz utrwalanie pamięci o nich;;;9191
0013-0004-0003-0001;0013-0004-0003;d;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;54;;9191
0013-0005;0013;b;Zadanie 13.5;Wspieranie rodziny;;;9288267
0013-0005-0001;0013-0005;c;Podzadanie 13.5.1;Świadczenia rodzinne;;;9272620
0013-0005-0001-0001;0013-0005-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;379
0013-0005-0001-0002;0013-0005-0001;d;Dysponent;Wojewodowie;85;;9272241
0013-0005-0002;0013-0005;c;Podzadanie 13.5.2;Świadczenia z funduszu alimentacyjnego;;;1990
0013-0005-0002-0001;0013-0005-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;229
0013-0005-0002-0002;0013-0005-0002;d;Dysponent;Wojewodowie;85;;1761
0013-0005-0003;0013-0005;c;Podzadanie 13.5.3;Żłobki i inne formy opieki nad dzieckiem w wieku do 3 lat;;;231
0013-0005-0003-0001;0013-0005-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;231
0013-0005-0004;0013-0005;c;Podzadanie 13.5.4;Profilaktyka na rzecz dziecka i rodziny;;;1193
0013-0005-0004-0001;0013-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;225
0013-0005-0004-0002;0013-0005-0004;d;Dysponent;Wojewodowie;85;;968
0013-0005-0005;0013-0005;c;Podzadanie 13.5.5;Piecza zastępcza nad dzieckiem;;;12083
0013-0005-0005-0001;0013-0005-0005;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;8559
0013-0005-0005-0002;0013-0005-0005;d;Dysponent;Wojewodowie;85;;3524
0013-0005-0006;0013-0005;c;Podzadanie 13.5.6;Adopcja dziecka;;;150
0013-0005-0006-0001;0013-0005-0006;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;150
0013-0006;0013;b;Zadanie 13.6;Przeciwdziałanie dyskryminacji;;;850
0013-0006-0002;0013-0006;c;Podzadanie 13.6.2;Wyrównywanie statusu kobiet i mężczyzn w życiu społeczno-gospodarczym;;;850
0013-0006-0002-0001;0013-0006-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;850
0013-0007;0013;b;Zadanie 13.7;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;12596
0013-0007-0001;0013-0007;c;Podzadanie 13.7.1;Utrzymanie systemów informatycznych;;;12596
0013-0007-0001-0001;0013-0007-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;12352
0013-0007-0001-0002;0013-0007-0001;d;Dysponent;Wojewodowie;85;;244
0013-0007-0002;0013-0007;c;Podzadanie 13.7.2;Budowa i wdrożenie rozwiązań informatycznych;;;0
0013-0007-0002-0001;0013-0007-0002;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0014;;a;FUNKCJA 14;RYNEK PRACY;;;1032067
0014-0001;0014;b;Zadanie 14.1;Wspieranie zatrudnienia i przeciwdziałanie bezrobociu;;;70699
0014-0001-0001;0014-0001;c;Podzadanie 14.1.1;Wspieranie programów aktywizacji;;;17886
0014-0001-0001-0001;0014-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;14631
0014-0001-0001-0002;0014-0001-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;2395
0014-0001-0001-0003;0014-0001-0001;d;Dysponent;Wojewodowie;85;;860
0014-0001-0002;0014-0001;c;Podzadanie 14.1.2;Wspieranie i modernizacja urzędów pracy;;;4927
0014-0001-0002-0001;0014-0001-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;3346
0014-0001-0002-0002;0014-0001-0002;d;Dysponent;Wojewodowie;85;;1581
0014-0001-0003;0014-0001;c;Podzadanie 14.1.3;Wspieranie i modernizacja instytucji rynku pracy z wyłączeniem publicznych służb zatrudnienia;;;154
0014-0001-0003-0001;0014-0001-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;154
0014-0001-0004;0014-0001;c;Podzadanie 14.1.4;Kształtowanie zasad zatrudniania cudzoziemców;;;3201
0014-0001-0004-0001;0014-0001-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;999
0014-0001-0004-0002;0014-0001-0004;d;Dysponent;Wojewodowie;85;;2202
0014-0001-0005;0014-0001;c;Podzadanie 14.1.5;Zatrudnienie oraz przeciwdziałanie marginalizacji i wykluczeniu społecznemu młodzieży;;;44531
0014-0001-0005-0001;0014-0001-0005;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;44531
0014-0002;0014;b;Zadanie 14.2;Budowa nowoczesnych stosunków pracy;;;209261
0014-0002-0001;0014-0002;c;Podzadanie 14.2.1;Elastyczność i bezpieczeństwo w zatrudnieniu;;;3388
0014-0002-0001-0001;0014-0002-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;3388
0014-0002-0002;0014-0002;c;Podzadanie 14.2.2;Nadzór i kontrola;;;173684
0014-0002-0002-0001;0014-0002-0002;d;Dysponent;Państwowa Inspekcja Pracy;12;;167595
0014-0002-0002-0002;0014-0002-0002;d;Dysponent;Wojewodowie;85;;6089
0014-0002-0003;0014-0002;c;Podzadanie 14.2.3;Bezpieczeństwo i higiena pracy;;;19911
0014-0002-0003-0001;0014-0002-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;19911
0014-0002-0004;0014-0002;c;Podzadanie 14.2.4;Prewencja i promocja ochrony pracy;;;12278
0014-0002-0004-0001;0014-0002-0004;d;Dysponent;Państwowa Inspekcja Pracy;12;;12278
0014-0003;0014;b;Zadanie 14.3;Aktywizacja zawodowa osób niepełnosprawnych;;;743464
0014-0003-0001;0014-0003;c;Podzadanie 14.3.1;Analiza sytuacji osób niepełnosprawnych na rynku pracy;;;1816
0014-0003-0001-0001;0014-0003-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;226
0014-0003-0001-0002;0014-0003-0001;d;Dysponent;Wojewodowie;85;;1590
0014-0003-0002;0014-0003;c;Podzadanie 14.3.2;Wspomaganie aktywizacji zawodowej osób niepełnosprawnych;;;740925
0014-0003-0002-0001;0014-0003-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;740925
0014-0003-0003;0014-0003;c;Podzadanie 14.3.3;Nadzór nad zakładami pracy chronionej i zakładami aktywności zawodowej;;;723
0014-0003-0003-0001;0014-0003-0003;d;Dysponent;Wojewodowie;85;;723
0014-0004;0014;b;Zadanie 14.4;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;8643
0014-0004-0001;0014-0004;c;Podzadanie 14.4.1;Utrzymanie systemów informatycznych;;;7143
0014-0004-0001-0001;0014-0004-0001;d;Dysponent;Państwowa Inspekcja Pracy;12;;5455
0014-0004-0001-0002;0014-0004-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;1074
0014-0004-0001-0003;0014-0004-0001;d;Dysponent;Wojewodowie;85;;614
0014-0004-0002;0014-0004;c;Podzadanie 14.4.2;Budowa i wdrożenie rozwiązań informatycznych;;;1500
0014-0004-0002-0001;0014-0004-0002;d;Dysponent;Państwowa Inspekcja Pracy;12;;1500
0015;;a;FUNKCJA 15;POLITYKA ZAGRANICZNA;;;1827271
0015-0001;0015;b;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;;;877434
0015-0001-0001;0015-0001;c;Podzadanie 15.1.1;Rozwijanie stosunków dwustronnych i wielostronnych;;;453126
0015-0001-0001-0001;0015-0001-0001;d;Dysponent;Ministerstwo Finansów;19;;820
0015-0001-0001-0002;0015-0001-0001;d;Dysponent;Ministerstwo Środowiska;22;;462
0015-0001-0001-0003;0015-0001-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;451844
0015-0001-0002;0015-0001;c;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;;;422532
0015-0001-0002-0001;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;1600
0015-0001-0002-0002;0015-0001-0002;d;Dysponent;Ministerstwo Finansów;19;;355
0015-0001-0002-0003;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;21;;550
0015-0001-0002-0004;0015-0001-0002;d;Dysponent;Ministerstwo Środowiska;22;;23863
0015-0001-0002-0005;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;26;;1890
0015-0001-0002-0006;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;2398
0015-0001-0002-0007;0015-0001-0002;d;Dysponent;Ministerstwo Środowiska;41;;6206
0015-0001-0002-0008;0015-0001-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;372396
0015-0001-0002-0009;0015-0001-0002;d;Dysponent;Ministerstwo Zdrowia;46;;13274
0015-0001-0003;0015-0001;c;Podzadanie 15.1.3;Wykorzystanie środków pomocowych;;;1776
0015-0001-0003-0001;0015-0001-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;1776
0015-0002;0015;b;Zadanie 15.2;Zapewnianie bezpieczeństwa państwa;;;33983
0015-0002-0001;0015-0002;c;Podzadanie 15.2.1;Umacnianie bezpieczeństwa politycznego i wojskowego;;;15438
0015-0002-0001-0001;0015-0002-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;15438
0015-0002-0002;0015-0002;c;Podzadanie 15.2.2;Umacnianie międzynarodowego bezpieczeństwa i pokoju;;;5700
0015-0002-0002-0001;0015-0002-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;5700
0015-0002-0003;0015-0002;c;Podzadanie 15.2.3;Umacnianie bezpieczeństwa ekonomicznego i ekologicznego;;;3802
0015-0002-0003-0001;0015-0002-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;3802
