ID;Rodzic;Poziom;Typ;Nazwa;Część;Część w budźecie księgowym;Środki europejskie
0012-0002-0002-0001;0012-0002-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0002-0003;0012-0002;c;Podzadanie 12.2.3;Ochrona klimatu, ochrona warstwy ozonowej oraz transgraniczne przemieszczanie zanieczyszczeń;;;0
0012-0002-0003-0001;0012-0002-0003;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0002-0004;0012-0002;c;Podzadanie 12.2.4;Opracowanie programów ochrony powietrza;;;0
0012-0002-0004-0001;0012-0002-0004;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0002-0004-0002;0012-0002-0004;d;Dysponent;Wojewodowie;85;;0
0012-0003;0012;b;Zadanie 12.3;Racjonalne gospodarowanie zasobami i strukturami geologicznymi;;;0
0012-0003-0001;0012-0003;c;Podzadanie 12.3.1;Gromadzenie i udostępnianie danych geologicznych oraz prowadzenie rejestru obszarów górniczych;;;0
0012-0003-0001-0001;0012-0003-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0003-0001-0002;0012-0003-0001;d;Dysponent;Wojewodowie;85;;0
0012-0003-0002;0012-0003;c;Podzadanie 12.3.2;Badania geologiczne, gospodarowanie zasobami złóż kopalin oraz ustalanie dyspozycyjnych zasobów wód podziemnych;;;0
0012-0003-0002-0001;0012-0003-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0003-0002-0002;0012-0003-0002;d;Dysponent;Wojewodowie;85;;0
0012-0003-0003;0012-0003;c;Podzadanie 12.3.3;Promocja i upowszechnianie osiągnięć w dziedzinie geologii;;;0
0012-0003-0003-0001;0012-0003-0003;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0004;0012;b;Zadanie 12.4;Gospodarka odpadami;;;205437
0012-0004-0001;0012-0004;c;Podzadanie 12.4.1;Kształtowanie i realizacja polityki państwa w zakresie gospodarki odpadami;;;0
0012-0004-0001-0001;0012-0004-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0004-0001-0002;0012-0004-0001;d;Dysponent;Wojewodowie;85;;0
0012-0004-0002;0012-0004;c;Podzadanie 12.4.2;Ograniczanie wpływu odpadów na środowisko;;;205437
0012-0004-0002-0001;0012-0004-0002;d;Dysponent;Ministerstwo Środowiska;41;;205437
0012-0004-0003;0012-0004;c;Podzadanie 12.4.3;Nadzorowanie i koordynacja gospodarowania odpadami;;;0
0012-0004-0003-0001;0012-0004-0003;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0004-0003-0002;0012-0004-0003;d;Dysponent;Wojewodowie;85;;0
0012-0005;0012;b;Zadanie 12.5;Gospodarowanie zasobami wodnymi;;;282278
0012-0005-0001;0012-0005;c;Podzadanie 12.5.1;Kształtowanie, ochrona i wykorzystanie zasobów wodnych;;;9085
0012-0005-0001-0001;0012-0005-0001;d;Dysponent;Ministerstwo Środowiska;22;;9085
0012-0005-0001-0002;0012-0005-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0005-0002;0012-0005;c;Podzadanie 12.5.2;Utrzymanie powierzonego majątku związanego z gospodarką wodną;;;27938
0012-0005-0002-0001;0012-0005-0002;d;Dysponent;Ministerstwo Środowiska;22;;27938
0012-0005-0003;0012-0005;c;Podzadanie 12.5.3;Ochrona przeciwpowodziowa oraz przeciwdziałanie skutkom suszy;;;245255
0012-0005-0003-0001;0012-0005-0003;d;Dysponent;Ministerstwo Środowiska;22;;143626
0012-0005-0003-0002;0012-0005-0003;d;Dysponent;Ministerstwo Środowiska;41;;101629
0012-0005-0004;0012-0005;c;Podzadanie 12.5.4;Budowa i utrzymanie urządzeń melioracji wodnych podstawowych i szczegółowych;;;0
0012-0005-0004-0001;0012-0005-0004;d;Dysponent;Wojewodowie;85;;0
0012-0005-0005;0012-0005;c;Podzadanie 12.5.5;Program wieloletni ``Budowa Zbiornika Wodnego Świnna Poręba``;;;0
0012-0005-0005-0001;0012-0005-0005;d;Dysponent;Ministerstwo Środowiska;22;;0
0012-0005-0006;0012-0005;c;Podzadanie 12.5.6;Program wieloletni ``Program dla Odry 2006``;;;0
0012-0005-0006-0001;0012-0005-0006;d;Dysponent;Ministerstwo Środowiska;22;;0
0012-0005-0006-0002;0012-0005-0006;d;Dysponent;Wojewodowie;85;;0
0012-0006;0012;b;Zadanie 12.6;Rozbudowa infrastruktury ochrony środowiska;;;2428826
0012-0006-0001;0012-0006;c;Podzadanie 12.6.1;Gospodarka wodno-ściekowa;;;2288349
0012-0006-0001-0001;0012-0006-0001;d;Dysponent;Ministerstwo Środowiska;41;;2288349
0012-0006-0002;0012-0006;c;Podzadanie 12.6.2;Przedsięwzięcia dostosowujące przedsiębiorstwa do wymogów ochrony środowiska;;;122754
0012-0006-0002-0001;0012-0006-0002;d;Dysponent;Ministerstwo Środowiska;41;;122754
0012-0006-0003;0012-0006;c;Podzadanie 12.6.3;Zadania związane z realizacją projektów finansowanych z Funduszu Spójności;;;17723
0012-0006-0003-0001;0012-0006-0003;d;Dysponent;Ministerstwo Środowiska;41;;17723
0012-0006-0004;0012-0006;c;Podzadanie 12.6.4;Realizacja zadań w ramach Mechanizmu Finansowego EOG, Norweskiego Mechanizmu Finansowego, Polsko-Szwajcarskiej Ramowej Umowy Bilateralnej, Programów Instytucjonalnych i innych programów pomocowych;;;0
0012-0006-0004-0001;0012-0006-0004;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0007;0012;b;Zadanie 12.7;Kontrola, monitoring stanu środowiska i przeciwdziałanie poważnym awariom;;;0
0012-0007-0001;0012-0007;c;Podzadanie 12.7.1;Kontrola podmiotów korzystających ze środowiska w tym w zakresie zapobiegania poważnym awariom;;;0
0012-0007-0001-0001;0012-0007-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0007-0001-0002;0012-0007-0001;d;Dysponent;Wojewodowie;85;;0
0012-0007-0002;0012-0007;c;Podzadanie 12.7.2;Monitoring stanu środowiska;;;0
0012-0007-0002-0001;0012-0007-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0007-0002-0002;0012-0007-0002;d;Dysponent;Wojewodowie;85;;0
0012-0007-0003;0012-0007;c;Podzadanie 12.7.3;Kontrola przestrzegania prawa ochrony środowiska oraz prowadzenie postępowań administracyjnych;;;0
0012-0007-0003-0001;0012-0007-0003;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0007-0003-0002;0012-0007-0003;d;Dysponent;Wojewodowie;85;;0
0012-0007-0004;0012-0007;c;Podzadanie 12.7.4;Ochrona przed skutkami zagrożeń naturalnych;;;0
0012-0007-0004-0001;0012-0007-0004;d;Dysponent;Ministerstwo Rolnictwa i Rozwoju Wsi;32;;0
0012-0007-0004-0002;0012-0007-0004;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0007-0005;0012-0007;c;Podzadanie 12.7.5;Pozwolenia zintegrowane oraz najlepsze dostępne techniki;;;0
0012-0007-0005-0001;0012-0007-0005;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0008;0012;b;Zadanie 12.8;Realizacja polityki ekologicznej państwa;;;5009
0012-0008-0001;0012-0008;c;Podzadanie 12.8.1;Prowadzenie polityki ekologicznej państwa;;;0
0012-0008-0001-0001;0012-0008-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0008-0002;0012-0008;c;Podzadanie 12.8.2;Prowadzenie polityki zrównoważonego rozwoju obszarów strategicznych;;;0
0012-0008-0002-0001;0012-0008-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0008-0003;0012-0008;c;Podzadanie 12.8.3;Promocja postaw proekologicznych i edukacja środowiskowa;;;5009
0012-0008-0003-0001;0012-0008-0003;d;Dysponent;Ministerstwo Środowiska;41;;5009
0012-0009;0012;b;Zadanie 12.9;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;2758
0012-0009-0001;0012-0009;c;Podzadanie 12.9.1;Utrzymanie systemów informatycznych;;;0
0012-0009-0001-0001;0012-0009-0001;d;Dysponent;Ministerstwo Środowiska;22;;0
0012-0009-0001-0002;0012-0009-0001;d;Dysponent;Ministerstwo Środowiska;41;;0
0012-0009-0002;0012-0009;c;Podzadanie 12.9.2;Budowa i wdrożenie rozwiązań informatycznych;;;2758
0012-0009-0002-0001;0012-0009-0002;d;Dysponent;Ministerstwo Środowiska;22;;0
0012-0009-0002-0002;0012-0009-0002;d;Dysponent;Ministerstwo Środowiska;41;;2758
0013;;a;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;;;3996
0013-0001;0013;b;Zadanie 13.1;Pomoc i integracja społeczna;;;0
0013-0001-0001;0013-0001;c;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;;;0
0013-0001-0001-0001;0013-0001-0001;d;Dysponent;Ministerstwo Finansów;19;;0
0013-0001-0001-0002;0013-0001-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0001-0001-0003;0013-0001-0001;d;Dysponent;Wojewodowie;85;;0
0013-0001-0002;0013-0001;c;Podzadanie 13.1.2;Tworzenie, wdrażanie oraz realizacja przepisów o pomocy społecznej;;;0
0013-0001-0002-0001;0013-0001-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0001-0002-0002;0013-0001-0002;d;Dysponent;Wojewodowie;85;;0
0013-0001-0003;0013-0001;c;Podzadanie 13.1.3;Zapewnienie jakości kształcenia i doskonalenia zawodowego służb społecznych;;;0
0013-0001-0003-0001;0013-0001-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0001-0004;0013-0001;c;Podzadanie 13.1.4;Działalność badawcza, doradcza i informacyjna;;;0
0013-0001-0004-0001;0013-0001-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0001-0005;0013-0001;c;Podzadanie 13.1.5;Nadzór nad jednostkami organizacyjnymi pomocy społecznej;;;0
0013-0001-0005-0001;0013-0001-0005;d;Dysponent;Wojewodowie;85;;0
0013-0001-0006;0013-0001;c;Podzadanie 13.1.6;Mieszkania socjalne, mieszkania chronione, noclegownie i domy dla bezdomnych;;;0
0013-0001-0006-0001;0013-0001-0006;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0013-0002;0013;b;Zadanie 13.2;Aktywizacja społeczna osób niepełnosprawnych;;;0
0013-0002-0001;0013-0002;c;Podzadanie 13.2.1;Wspomaganie aktywizacji społecznej osób niepełnosprawnych;;;0
0013-0002-0001-0001;0013-0002-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0002-0002;0013-0002;c;Podzadanie 13.2.2;Prowadzenie dialogu obywatelskiego w zakresie aktywizacji społecznej osób niepełnosprawnych;;;0
0013-0002-0002-0001;0013-0002-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0002-0003;0013-0002;c;Podzadanie 13.2.3;Orzekanie o niepełnosprawności;;;0
0013-0002-0003-0001;0013-0002-0003;d;Dysponent;Wojewodowie;85;;0
0013-0002-0004;0013-0002;c;Podzadanie 13.2.4;Nadzór nad ośrodkami i organizatorami turnusów rehabilitacyjnych;;;0
0013-0002-0004-0001;0013-0002-0004;d;Dysponent;Wojewodowie;85;;0
0013-0003;0013;b;Zadanie 13.3;Ubezpieczenia społeczne;;;0
0013-0003-0001;0013-0003;c;Podzadanie 13.3.1;Świadczenia społeczne;;;0
0013-0003-0001-0001;0013-0003-0001;d;Dysponent;Polska Akademia Nauk;67;;0
0013-0003-0001-0002;0013-0003-0001;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0013-0003-0002;0013-0003;c;Podzadanie 13.3.2;Nadzór nad zgodnością działań Zakładu Ubezpieczeń Społecznych z obowiązującymi przepisami prawa;;;0
0013-0003-0002-0001;0013-0003-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0003-0004;0013-0003;c;Podzadanie 13.3.4;Prewencja i rehabilitacja;;;0
0013-0003-0004-0001;0013-0003-0004;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0013-0003-0005;0013-0003;c;Podzadanie 13.3.5;Świadczenia emerytalne dla funkcjonariuszy i żołnierzy;;;0
0013-0003-0005-0001;0013-0003-0005;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0013-0003-0005-0002;0013-0003-0005;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0013-0003-0005-0003;0013-0003-0005;d;Dysponent;Ministerstwo Spraw Wewnętrznych i Administracji;42;;0
0013-0003-0006;0013-0003;c;Podzadanie 13.3.6;Uposażenia dla sędziów i prokuratorów  w stanie spoczynku i uposażenia rodzinne;;;0
0013-0003-0006-0001;0013-0003-0006;d;Dysponent;Sąd Najwyższy;04;;0
0013-0003-0006-0002;0013-0003-0006;d;Dysponent;Naczelny Sąd Administracyjny;05;;0
0013-0003-0006-0003;0013-0003-0006;d;Dysponent;Trybunał Konstytucyjny;06;;0
0013-0003-0006-0004;0013-0003-0006;d;Dysponent;Instytut Pamięci Narodowej - Komisja Ścigania Zbrodni przeciwko Narodowi Polskiemu;13;;0
0013-0003-0006-0005;0013-0003-0006;d;Dysponent;Ministerstwo Sprawiedliwości;15;;0
0013-0003-0006-0006;0013-0003-0006;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0013-0003-0006-0007;0013-0003-0006;d;Dysponent;Ministerstwo Sprawiedliwości;37;;0
0013-0003-0006-0008;0013-0003-0006;d;Dysponent;Prokuratura Generalna;88;;0
0013-0003-0007;0013-0003;c;Podzadanie 13.3.7;Wypłata świadczeń zleconych do realizacji Zakładowi Ubezpieczeń Społecznych i Kasie Rolniczego Ubezpieczenia Społecznego;;;0
0013-0003-0007-0001;0013-0003-0007;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0013-0003-0007-0002;0013-0003-0007;d;Dysponent;Zakład Ubezpieczeń Społecznych;73;;0
0013-0003-0008;0013-0003;c;Podzadanie 13.3.8;Kształtowanie systemu repartycyjnego;;;0
0013-0003-0008-0001;0013-0003-0008;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0003-0010;0013-0003;c;Podzadanie 13.3.10;Świadczenia pieniężne dla żołnierzy zwolnionych z zawodowej służby wojskowej;;;0
0013-0003-0010-0001;0013-0003-0010;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0013-0003-0011;0013-0003;c;Podzadanie 13.3.11;Zapewnienie wypłacalności świadczeń z Funduszu Ubezpieczeń Społecznych;;;0
0013-0003-0011-0001;0013-0003-0011;d;Dysponent;Zakład Ubezpieczeń Społecznych;73;;0
0013-0003-0012;0013-0003;c;Podzadanie 13.3.12;Przekazywanie składek na ubezpieczenia społeczne;;;0
0013-0003-0012-0001;0013-0003-0012;d;Dysponent;Zakład Ubezpieczeń Społecznych;73;;0
0013-0003-0013;0013-0003;c;Podzadanie 13.3.13;Wspieranie działań Otwartych Funduszy Emerytalnych;;;0
0013-0003-0013-0001;0013-0003-0013;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0003-0014;0013-0003;c;Podzadanie 13.3.14;Wspieranie Pracowniczych Programów Emerytalnych i Indywidualnych Kont Emerytalnych;;;0
0013-0003-0014-0001;0013-0003-0014;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0003-0015;0013-0003;c;Podzadanie 13.3.15;Koordynacja systemów zabezpieczenia społecznego;;;0
0013-0003-0015-0001;0013-0003-0015;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0004;0013;b;Zadanie 13.4;Sprawy kombatantów i osób represjonowanych;;;0
0013-0004-0001;0013-0004;c;Podzadanie 13.4.1;Orzekanie o usprawnieniach kombatantów i innych osób uprawnionych oraz tworzenie zbiorów akt kombatanckich;;;0
0013-0004-0001-0001;0013-0004-0001;d;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;54;;0
0013-0004-0002;0013-0004;c;Podzadanie 13.4.2;Wsparcie socjalne dla kombatantów, ofiar represji i innych osób uprawnionych;;;0
0013-0004-0002-0001;0013-0004-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0013-0004-0002-0002;0013-0004-0002;d;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;54;;0
0013-0004-0002-0003;0013-0004-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0013-0004-0003;0013-0004;c;Podzadanie 13.4.3;Honorowanie kombatantów i ofiar represji oraz utrwalanie pamięci o nich;;;0
0013-0004-0003-0001;0013-0004-0003;d;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;54;;0
0013-0005;0013;b;Zadanie 13.5;Wspieranie rodziny;;;0
0013-0005-0001;0013-0005;c;Podzadanie 13.5.1;Świadczenia rodzinne;;;0
0013-0005-0001-0001;0013-0005-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0013-0005-0001-0002;0013-0005-0001;d;Dysponent;Wojewodowie;85;;0
0013-0005-0002;0013-0005;c;Podzadanie 13.5.2;Świadczenia z funduszu alimentacyjnego;;;0
0013-0005-0002-0001;0013-0005-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0013-0005-0002-0002;0013-0005-0002;d;Dysponent;Wojewodowie;85;;0
0013-0005-0003;0013-0005;c;Podzadanie 13.5.3;Żłobki i inne formy opieki nad dzieckiem w wieku do 3 lat;;;0
0013-0005-0003-0001;0013-0005-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0013-0005-0004;0013-0005;c;Podzadanie 13.5.4;Profilaktyka na rzecz dziecka i rodziny;;;0
0013-0005-0004-0001;0013-0005-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0013-0005-0004-0002;0013-0005-0004;d;Dysponent;Wojewodowie;85;;0
0013-0005-0005;0013-0005;c;Podzadanie 13.5.5;Piecza zastępcza nad dzieckiem;;;0
0013-0005-0005-0001;0013-0005-0005;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0013-0005-0005-0002;0013-0005-0005;d;Dysponent;Wojewodowie;85;;0
0013-0005-0006;0013-0005;c;Podzadanie 13.5.6;Adopcja dziecka;;;0
0013-0005-0006-0001;0013-0005-0006;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0013-0006;0013;b;Zadanie 13.6;Przeciwdziałanie dyskryminacji;;;0
0013-0006-0002;0013-0006;c;Podzadanie 13.6.2;Wyrównywanie statusu kobiet i mężczyzn w życiu społeczno-gospodarczym;;;0
0013-0006-0002-0001;0013-0006-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;63;;0
0013-0007;0013;b;Zadanie 13.7;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;3996
0013-0007-0001;0013-0007;c;Podzadanie 13.7.1;Utrzymanie systemów informatycznych;;;3996
0013-0007-0001-0001;0013-0007-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;3996
0013-0007-0001-0002;0013-0007-0001;d;Dysponent;Wojewodowie;85;;0
0013-0007-0002;0013-0007;c;Podzadanie 13.7.2;Budowa i wdrożenie rozwiązań informatycznych;;;0
0013-0007-0002-0001;0013-0007-0002;d;Dysponent;Kasa Rolniczego Ubezpieczenia Społecznego;72;;0
0014;;a;FUNKCJA 14;RYNEK PRACY;;;376843
0014-0001;0014;b;Zadanie 14.1;Wspieranie zatrudnienia i przeciwdziałanie bezrobociu;;;345043
0014-0001-0001;0014-0001;c;Podzadanie 14.1.1;Wspieranie programów aktywizacji;;;345043
0014-0001-0001-0001;0014-0001-0001;d;Dysponent;Ministerstwo Obrony Narodowej;29;;0
0014-0001-0001-0002;0014-0001-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;345043
0014-0001-0001-0003;0014-0001-0001;d;Dysponent;Wojewodowie;85;;0
0014-0001-0002;0014-0001;c;Podzadanie 14.1.2;Wspieranie i modernizacja urzędów pracy;;;0
0014-0001-0002-0001;0014-0001-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0014-0001-0002-0002;0014-0001-0002;d;Dysponent;Wojewodowie;85;;0
0014-0001-0003;0014-0001;c;Podzadanie 14.1.3;Wspieranie i modernizacja instytucji rynku pracy z wyłączeniem publicznych służb zatrudnienia;;;0
0014-0001-0003-0001;0014-0001-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0014-0001-0004;0014-0001;c;Podzadanie 14.1.4;Kształtowanie zasad zatrudniania cudzoziemców;;;0
0014-0001-0004-0001;0014-0001-0004;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0014-0001-0004-0002;0014-0001-0004;d;Dysponent;Wojewodowie;85;;0
0014-0001-0005;0014-0001;c;Podzadanie 14.1.5;Zatrudnienie oraz przeciwdziałanie marginalizacji i wykluczeniu społecznemu młodzieży;;;0
0014-0001-0005-0001;0014-0001-0005;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0014-0002;0014;b;Zadanie 14.2;Budowa nowoczesnych stosunków pracy;;;0
0014-0002-0001;0014-0002;c;Podzadanie 14.2.1;Elastyczność i bezpieczeństwo w zatrudnieniu;;;0
0014-0002-0001-0001;0014-0002-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0014-0002-0002;0014-0002;c;Podzadanie 14.2.2;Nadzór i kontrola;;;0
0014-0002-0002-0001;0014-0002-0002;d;Dysponent;Państwowa Inspekcja Pracy;12;;0
0014-0002-0002-0002;0014-0002-0002;d;Dysponent;Wojewodowie;85;;0
0014-0002-0003;0014-0002;c;Podzadanie 14.2.3;Bezpieczeństwo i higiena pracy;;;0
0014-0002-0003-0001;0014-0002-0003;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0014-0002-0004;0014-0002;c;Podzadanie 14.2.4;Prewencja i promocja ochrony pracy;;;0
0014-0002-0004-0001;0014-0002-0004;d;Dysponent;Państwowa Inspekcja Pracy;12;;0
0014-0003;0014;b;Zadanie 14.3;Aktywizacja zawodowa osób niepełnosprawnych;;;31800
0014-0003-0001;0014-0003;c;Podzadanie 14.3.1;Analiza sytuacji osób niepełnosprawnych na rynku pracy;;;0
0014-0003-0001-0001;0014-0003-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;0
0014-0003-0001-0002;0014-0003-0001;d;Dysponent;Wojewodowie;85;;0
0014-0003-0002;0014-0003;c;Podzadanie 14.3.2;Wspomaganie aktywizacji zawodowej osób niepełnosprawnych;;;31800
0014-0003-0002-0001;0014-0003-0002;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;44;;31800
0014-0003-0003;0014-0003;c;Podzadanie 14.3.3;Nadzór nad zakładami pracy chronionej i zakładami aktywności zawodowej;;;0
0014-0003-0003-0001;0014-0003-0003;d;Dysponent;Wojewodowie;85;;0
0014-0004;0014;b;Zadanie 14.4;Informatyzacja działalności i budowa społeczeństwa informacyjnego;;;0
0014-0004-0001;0014-0004;c;Podzadanie 14.4.1;Utrzymanie systemów informatycznych;;;0
0014-0004-0001-0001;0014-0004-0001;d;Dysponent;Państwowa Inspekcja Pracy;12;;0
0014-0004-0001-0002;0014-0004-0001;d;Dysponent;Ministerstwo Pracy i Polityki Społecznej;31;;0
0014-0004-0001-0003;0014-0004-0001;d;Dysponent;Wojewodowie;85;;0
0014-0004-0002;0014-0004;c;Podzadanie 14.4.2;Budowa i wdrożenie rozwiązań informatycznych;;;0
0014-0004-0002-0001;0014-0004-0002;d;Dysponent;Państwowa Inspekcja Pracy;12;;0
0015;;a;FUNKCJA 15;POLITYKA ZAGRANICZNA;;;3230
0015-0001;0015;b;Zadanie 15.1;Zapewnianie Polsce sprzyjających warunków rozwoju;;;0
0015-0001-0001;0015-0001;c;Podzadanie 15.1.1;Rozwijanie stosunków dwustronnych i wielostronnych;;;0
0015-0001-0001-0001;0015-0001-0001;d;Dysponent;Ministerstwo Finansów;19;;0
0015-0001-0001-0002;0015-0001-0001;d;Dysponent;Ministerstwo Środowiska;22;;0
0015-0001-0001-0003;0015-0001-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0001-0002;0015-0001;c;Podzadanie 15.1.2;Udział Polski we współpracy na forum organizacji międzynarodowych;;;0
0015-0001-0002-0001;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;18;;0
0015-0001-0002-0002;0015-0001-0002;d;Dysponent;Ministerstwo Finansów;19;;0
0015-0001-0002-0003;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;21;;0
0015-0001-0002-0004;0015-0001-0002;d;Dysponent;Ministerstwo Środowiska;22;;0
0015-0001-0002-0005;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;26;;0
0015-0001-0002-0006;0015-0001-0002;d;Dysponent;Ministerstwo Infrastruktury;39;;0
0015-0001-0002-0007;0015-0001-0002;d;Dysponent;Ministerstwo Środowiska;41;;0
0015-0001-0002-0008;0015-0001-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0001-0002-0009;0015-0001-0002;d;Dysponent;Ministerstwo Zdrowia;46;;0
0015-0001-0003;0015-0001;c;Podzadanie 15.1.3;Wykorzystanie środków pomocowych;;;0
0015-0001-0003-0001;0015-0001-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0002;0015;b;Zadanie 15.2;Zapewnianie bezpieczeństwa państwa;;;0
0015-0002-0001;0015-0002;c;Podzadanie 15.2.1;Umacnianie bezpieczeństwa politycznego i wojskowego;;;0
0015-0002-0001-0001;0015-0002-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0002-0002;0015-0002;c;Podzadanie 15.2.2;Umacnianie międzynarodowego bezpieczeństwa i pokoju;;;0
0015-0002-0002-0001;0015-0002-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0002-0003;0015-0002;c;Podzadanie 15.2.3;Umacnianie bezpieczeństwa ekonomicznego i ekologicznego;;;0
0015-0002-0003-0001;0015-0002-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0002-0004;0015-0002;c;Podzadanie 15.2.4;Pozostałe wymiary bezpieczeństwa;;;0
0015-0002-0004-0001;0015-0002-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0003;0015;b;Zadanie 15.3;Reprezentowanie i ochrona międzynarodowych interesów RP i jej obywateli za granicą;;;0
0015-0003-0001;0015-0003;c;Podzadanie 15.3.1;Wspieranie interesów polskich obywateli i polskich osób prawnych;;;0
0015-0003-0001-0001;0015-0003-0001;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0003-0002;0015-0003;c;Podzadanie 15.3.2;Zapewnianie opieki i obsługi konsularnej;;;0
0015-0003-0002-0001;0015-0003-0002;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0003-0003;0015-0003;c;Podzadanie 15.3.3;Reprezentowanie i ochrona interesów RP przed międzynarodowymi organami sądowymi;;;0
0015-0003-0003-0001;0015-0003-0003;d;Dysponent;Ministerstwo Finansów;19;;0
0015-0003-0003-0002;0015-0003-0003;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
0015-0003-0004;0015-0003;c;Podzadanie 15.3.4;Zapewnianie obsługi prawnej działań wynikających z członkowstwa Polski w UE;;;0
0015-0003-0004-0001;0015-0003-0004;d;Dysponent;Ministerstwo Finansów;19;;0
0015-0003-0004-0002;0015-0003-0004;d;Dysponent;Ministerstwo Spraw Zagranicznych;45;;0
