ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0089;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Tarnowie;1764
0089-0001;0089;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1764
0089-0001-0001;0089-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1764
0089-0001-0001-0001;0089-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1709
0089-0001-0001-0001-0001;0089-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1709
0089-0001-0001-0002;0089-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;55
0089-0001-0001-0002-0001;0089-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;55
0090;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Toruniu;1968
0090-0001;0090;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1968
0090-0001-0001;0090-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1968
0090-0001-0001-0001;0090-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1785
0090-0001-0001-0001-0001;0090-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1785
0090-0001-0001-0002;0090-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;183
0090-0001-0001-0002-0001;0090-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;183
0091;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Wałbrzychu;1726
0091-0001;0091;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1726
0091-0001-0001;0091-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1726
0091-0001-0001-0001;0091-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1459
0091-0001-0001-0001-0001;0091-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1459
0091-0001-0001-0002;0091-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;267
0091-0001-0001-0002-0001;0091-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;267
0092;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Warszawie;8451
0092-0001;0092;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;8451
0092-0001-0001;0092-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;8451
0092-0001-0001-0001;0092-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;4927
0092-0001-0001-0001-0001;0092-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;4927
0092-0001-0001-0002;0092-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;3524
0092-0001-0001-0002-0001;0092-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;3524
0093;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Zamościu;1114
0093-0001;0093;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;1114
0093-0001-0001;0093-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;1114
0093-0001-0001-0001;0093-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;1058
0093-0001-0001-0001-0001;0093-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;1058
0093-0001-0001-0002;0093-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;56
0093-0001-0001-0002-0001;0093-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;56
0094;;a;Dysponent;Samorządowe Kolegium Odwoławcze w Zielonej Górze;2402
0094-0001;0094;b;FUNKCJA 16;SPRAWY OBYWATELSKIE;2402
0094-0001-0001;0094-0001;c;Zadanie 16.7;Sprawowanie funkcji organu wyższego stopnia w indywidualnych sprawach z zakresu administracji publicznej należących do właściwości jednostek samorządu terytorialnego;2402
0094-0001-0001-0001;0094-0001-0001;d;Podzadanie 16.7.1;Rozpatrywanie odwołań, zażaleń, żądań wznowienia postępowania, żądań stwierdzenia nieważności decyzji oraz wszczynanie z urzędu postępowań w trybach nadzwyczajnych;2282
0094-0001-0001-0001-0001;0094-0001-0001-0001;e;Część 86;Samorządowe kolegia odwoławcze ogółem;2282
0094-0001-0001-0002;0094-0001-0001;d;Podzadanie 16.7.2;Rozpatrywanie sporów cywilno-prawnych dotyczących aktualizacji opłat rocznych za użytkowanie wieczyste nieruchomości gruntowych;120
0094-0001-0001-0002-0001;0094-0001-0001-0002;e;Część 86;Samorządowe kolegia odwoławcze ogółem;120
0095;;a;Dysponent;Sąd Najwyższy;90436
0095-0001;0095;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;19376
0095-0001-0001;0095-0001;c;Zadanie 13.3;Ubezpieczenia społeczne;19376
0095-0001-0001-0001;0095-0001-0001;d;Podzadanie 13.3.6;Uposażenia dla sędziów i prokuratorów  w stanie spoczynku i uposażenia rodzinne;19376
0095-0001-0001-0001-0001;0095-0001-0001-0001;e;Część 04;SĄD NAJWYŻSZY;19376
0095-0002;0095;b;FUNKCJA 18;SPRAWIEDLIWOŚĆ;71060
0095-0002-0001;0095-0002;c;Zadanie 18.3;Sprawowanie wymiaru sprawiedliwości przez Sąd Najwyższy oraz działalność KRS;71060
0095-0002-0001-0001;0095-0002-0001;d;Podzadanie 18.3.1;Działalność orzecznicza Sądu Najwyższego;46681
0095-0002-0001-0001-0001;0095-0002-0001-0001;e;Część 04;SĄD NAJWYŻSZY;46681
0095-0002-0001-0002;0095-0002-0001;d;Podzadanie 18.3.4;Zapewnienie warunków organizacyjnych i technicznych funkcjonowania sądów;24379
0095-0002-0001-0002-0001;0095-0002-0001-0002;e;Część 04;SĄD NAJWYŻSZY;24379
0096;;a;Dysponent;Trybunał Konstytucyjny;27300
0096-0001;0096;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;22598
0096-0001-0001;0096-0001;c;Zadanie 1.4;Obsługa Trybunału Konstytucyjnego w zakresie merytorycznym i organizacyjnym;22598
0096-0001-0001-0001;0096-0001-0001;d;Podzadanie 1.4.1;Działalność orzecznicza Trybunału Konstytucyjnego;7630
0096-0001-0001-0001-0001;0096-0001-0001-0001;e;Część 06;TRYBUNAŁ KONSTYTUCYJNY;7630
0096-0001-0001-0002;0096-0001-0001;d;Podzadanie 1.4.2;Obsługa i koordynacja prac Trybunału Konstytucyjnego;14968
0096-0001-0001-0002-0001;0096-0001-0001-0002;e;Część 06;TRYBUNAŁ KONSTYTUCYJNY;14968
0096-0002;0096;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;4702
0096-0002-0001;0096-0002;c;Zadanie 13.3;Ubezpieczenia społeczne;4702
0096-0002-0001-0001;0096-0002-0001;d;Podzadanie 13.3.6;Uposażenia dla sędziów i prokuratorów  w stanie spoczynku i uposażenia rodzinne;4702
0096-0002-0001-0001-0001;0096-0002-0001-0001;e;Część 06;TRYBUNAŁ KONSTYTUCYJNY;4702
0097;;a;Dysponent;Urząd ds. Kombatantów i Osób Represjonowanych;28648
0097-0001;0097;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;28648
0097-0001-0001;0097-0001;c;Zadanie 13.4;Sprawy kombatantów i osób represjonowanych;28648
0097-0001-0001-0001;0097-0001-0001;d;Podzadanie 13.4.1;Orzekanie o usprawnieniach kombatantów i innych osób uprawnionych oraz tworzenie zbiorów akt kombatanckich;6511
0097-0001-0001-0001-0001;0097-0001-0001-0001;e;Część 54;URZĄD DO SPRAW KOMBATANTÓW  I OSÓB REPRESJONOWANYCH;6511
0097-0001-0001-0002;0097-0001-0001;d;Podzadanie 13.4.2;Wsparcie socjalne dla kombatantów, ofiar represji i innych osób uprawnionych;12946
0097-0001-0001-0002-0001;0097-0001-0001-0002;e;Część 54;URZĄD DO SPRAW KOMBATANTÓW  I OSÓB REPRESJONOWANYCH;12946
0097-0001-0001-0003;0097-0001-0001;d;Podzadanie 13.4.3;Honorowanie kombatantów i ofiar represji oraz utrwalanie pamięci o nich;9191
0097-0001-0001-0003-0001;0097-0001-0001-0003;e;Część 54;URZĄD DO SPRAW KOMBATANTÓW  I OSÓB REPRESJONOWANYCH;9191
0098;;a;Dysponent;Urząd Komunikacji Elektronicznej;88554
0098-0001;0098;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;54320
0098-0001-0001;0098-0001;c;Zadanie 6.3;Wspieranie i regulacja rynku telekomunikacyjnego i pocztowego;35618
0098-0001-0001-0001;0098-0001-0001;d;Podzadanie 6.3.1;Regulacja rynku usług telekomunikacyjnych i pocztowych;35618
0098-0001-0001-0001-0001;0098-0001-0001-0001;e;Część 76;URZĄD KOMUNIKACJI  ELEKTRONICZNEJ;35618
0098-0001-0002;0098-0001;c;Zadanie 6.12;Ochrona konkurencji i konsumentów;11051
0098-0001-0002-0001;0098-0001-0002;d;Podzadanie 6.12.1;Ochrona konkurencji;8127
0098-0001-0002-0001-0001;0098-0001-0002-0001;e;Część 76;URZĄD KOMUNIKACJI  ELEKTRONICZNEJ;8127
0098-0001-0002-0002;0098-0001-0002;d;Podzadanie 6.12.5;System oceny zgodności;2924
0098-0001-0002-0002-0001;0098-0001-0002-0002;e;Część 76;URZĄD KOMUNIKACJI  ELEKTRONICZNEJ;2924
0098-0001-0003;0098-0001;c;Zadanie 6.13;Informatyzacja działalności i budowa społeczeństwa informacyjnego;7651
0098-0001-0003-0001;0098-0001-0003;d;Podzadanie 6.13.1;Utrzymanie systemów informatycznych;6370
0098-0001-0003-0001-0001;0098-0001-0003-0001;e;Część 76;URZĄD KOMUNIKACJI  ELEKTRONICZNEJ;6370
0098-0001-0003-0002;0098-0001-0003;d;Podzadanie 6.13.2;Budowa i wdrożenie rozwiązań informatycznych;1281
0098-0001-0003-0002-0001;0098-0001-0003-0002;e;Część 76;URZĄD KOMUNIKACJI  ELEKTRONICZNEJ;1281
0098-0002;0098;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;1780
0098-0002-0001;0098-0002;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;1780
0098-0002-0001-0001;0098-0002-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;1780
0098-0002-0001-0001-0001;0098-0002-0001-0001;e;Część 76;URZĄD KOMUNIKACJI  ELEKTRONICZNEJ;1780
0098-0003;0098;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;32454
0098-0003-0001;0098-0003;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;12720
0098-0003-0001-0002;0098-0003-0001;d;Część 76;URZĄD KOMUNIKACJI  ELEKTRONICZNEJ;12720
0098-0003-0002;0098-0003;c;Zadanie 22.2;Obsługa administracyjna;19734
0098-0003-0002-0003;0098-0003-0002;d;Część 76;URZĄD KOMUNIKACJI  ELEKTRONICZNEJ;19734
0099;;a;Dysponent;Urząd Ochrony Konkurencji i Konsumentów;52476
0099-0001;0099;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;31030
0099-0001-0001;0099-0001;c;Zadanie 6.12;Ochrona konkurencji i konsumentów;31030
0099-0001-0001-0001;0099-0001-0001;d;Podzadanie 6.12.1;Ochrona konkurencji;7100
0099-0001-0001-0001-0001;0099-0001-0001-0001;e;Część 53;URZĄD OCHRONY KONKURENCJI  I KONSUMENTÓW;7100
0099-0001-0001-0002;0099-0001-0001;d;Podzadanie 6.12.2;Ochrona konsumentów i nadzór rynku;21470
0099-0001-0001-0002-0001;0099-0001-0001-0002;e;Część 53;URZĄD OCHRONY KONKURENCJI  I KONSUMENTÓW;21470
0099-0001-0001-0003;0099-0001-0001;d;Podzadanie 6.12.3;Pomoc publiczna;2460
0099-0001-0001-0003-0001;0099-0001-0001-0003;e;Część 53;URZĄD OCHRONY KONKURENCJI  I KONSUMENTÓW;2460
0099-0002;0099;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;4
0099-0002-0001;0099-0002;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;4
0099-0002-0001-0001;0099-0002-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;4
0099-0002-0001-0001-0001;0099-0002-0001-0001;e;Część 53;URZĄD OCHRONY KONKURENCJI  I KONSUMENTÓW;4
0099-0003;0099;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;436
0099-0003-0001;0099-0003;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;436
0099-0003-0001-0001;0099-0003-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;436
0099-0003-0001-0001-0001;0099-0003-0001-0001;e;Część 53;URZĄD OCHRONY KONKURENCJI  I KONSUMENTÓW;436
0099-0004;0099;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;21006
0099-0004-0001;0099-0004;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;6456
0099-0004-0001-0002;0099-0004-0001;d;Część 53;URZĄD OCHRONY KONKURENCJI  I KONSUMENTÓW;6456
0099-0004-0002;0099-0004;c;Zadanie 22.2;Obsługa administracyjna;8100
0099-0004-0002-0003;0099-0004-0002;d;Część 53;URZĄD OCHRONY KONKURENCJI  I KONSUMENTÓW;8100
0099-0004-0003;0099-0004;c;Zadanie 22.3;Obsługa techniczna;6450
0099-0004-0003-0004;0099-0004-0003;d;Część 53;URZĄD OCHRONY KONKURENCJI  I KONSUMENTÓW;6450
0100;;a;Dysponent;Urząd Patentowy RP;47084
0100-0001;0100;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;46656
0100-0001-0001;0100-0001;c;Zadanie 6.6;Wykonywanie czynności z zakresu ochrony własności intelektualnej;46656
0100-0001-0001-0001;0100-0001-0001;d;Podzadanie 6.6.1;Prawa wyłączne;35737
0100-0001-0001-0001-0001;0100-0001-0001-0001;e;Część 61;URZĄD PATENTOWY RZECZYPOSPOLITEJ POLSKIEJ;35737
0100-0001-0001-0002;0100-0001-0001;d;Podzadanie 6.6.2;Upowszechnianie i promowanie ochrony własności przemysłowej oraz współpraca międzynarodowa;10919
0100-0001-0001-0002-0001;0100-0001-0001-0002;e;Część 61;URZĄD PATENTOWY RZECZYPOSPOLITEJ POLSKIEJ;10919
0100-0002;0100;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;428
0100-0002-0001;0100-0002;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;428
0100-0002-0001-0001;0100-0002-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;428
0100-0002-0001-0001-0001;0100-0002-0001-0001;e;Część 61;URZĄD PATENTOWY RZECZYPOSPOLITEJ POLSKIEJ;428
0101;;a;Dysponent;Urząd Regulacji Energetyki;34100
0101-0001;0101;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;27670
0101-0001-0001;0101-0001;c;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;1909
0101-0001-0001-0001;0101-0001-0001;d;Podzadanie 6.2.3;Wspieranie bezpieczeństwa energetycznego;1909
0101-0001-0001-0001-0001;0101-0001-0001-0001;e;Część 50;URZĄD REGULACJI ENERGETYKI;1909
0101-0001-0002;0101-0001;c;Zadanie 6.8;Nadzór nad rynkiem energii;25761
0101-0001-0002-0001;0101-0001-0002;d;Podzadanie 6.8.1;Regulacja działania przedsiębiorstw energetycznych w obszarach niekonkurencyjnych i reglamentowanych;20668
0101-0001-0002-0001-0001;0101-0001-0002-0001;e;Część 50;URZĄD REGULACJI ENERGETYKI;20668
0101-0001-0002-0002;0101-0001-0002;d;Podzadanie 6.8.2;Promowanie konkurencji na rynku energii;2651
0101-0001-0002-0002-0001;0101-0001-0002-0002;e;Część 50;URZĄD REGULACJI ENERGETYKI;2651
0101-0001-0002-0003;0101-0001-0002;d;Podzadanie 6.8.3;Realizacja polityki regulacyjnej z uwzględnieniem ochrony środowiska;1470
0101-0001-0002-0003-0001;0101-0001-0002-0003;e;Część 50;URZĄD REGULACJI ENERGETYKI;1470
0101-0001-0002-0004;0101-0001-0002;d;Podzadanie 6.8.4;Współpraca w integracji rynku europejskiego;972
0101-0001-0002-0004-0001;0101-0001-0002-0004;e;Część 50;URZĄD REGULACJI ENERGETYKI;972
0101-0002;0101;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;6430
0101-0002-0001;0101-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;2750
0101-0002-0001-0002;0101-0002-0001;d;Część 50;URZĄD REGULACJI ENERGETYKI;2750
0101-0002-0002;0101-0002;c;Zadanie 22.2;Obsługa administracyjna;3680
0101-0002-0002-0003;0101-0002-0002;d;Część 50;URZĄD REGULACJI ENERGETYKI;3680
0102;;a;Dysponent;Urząd Transportu Kolejowego;16008
0102-0001;0102;b;FUNKCJA 19;INFRASTRUKTURA TRANSPORTOWA;13191
0102-0001-0001;0102-0001;c;Zadanie 19.2;Wspieranie transportu kolejowego;10861
0102-0001-0001-0001;0102-0001-0001;d;Podzadanie 19.2.5;Kształtowanie warunków dla rozwoju transportu kolejowego;10861
0102-0001-0001-0001-0001;0102-0001-0001-0001;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;10861
0102-0001-0002;0102-0001;c;Zadanie 19.5;Wspieranie zrównoważonego rozwoju transportu;2277
0102-0001-0002-0001;0102-0001-0002;d;Podzadanie 19.5.4;Zapewnienie właściwych standardów bezpieczeństwa dla urządzeń technicznych w zakresie transportu drogowego, kolejowego, lotniczego oraz wodnego;2277
0102-0001-0002-0001-0001;0102-0001-0002-0001;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;2277
0102-0001-0003;0102-0001;c;Zadanie 19.6;Informatyzacja działalności i budowa społeczeństwa informacyjnego;53
0102-0001-0003-0001;0102-0001-0003;d;Podzadanie 19.6.1;Utrzymanie systemów informatycznych;0
0102-0001-0003-0001-0001;0102-0001-0003-0001;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;0
0102-0001-0003-0002;0102-0001-0003;d;Podzadanie 19.6.2;Budowa i wdrożenie rozwiązań informatycznych;53
0102-0001-0003-0002-0001;0102-0001-0003-0002;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;53
0102-0002;0102;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;2817
0102-0002-0001;0102-0002;c;Zadanie 22.2;Obsługa administracyjna;1938
0102-0002-0001-0002;0102-0002-0001;d;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;1938
0102-0002-0002;0102-0002;c;Zadanie 22.3;Obsługa techniczna;879
0102-0002-0002-0003;0102-0002-0002;d;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;879
0103;;a;Dysponent;Urząd Zamówień Publicznych;20626
0103-0001;0103;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;13372
0103-0001-0001;0103-0001;c;Zadanie 1.6;Nadzór nad systemem zamówień publicznych;12449
0103-0001-0001-0001;0103-0001-0001;d;Podzadanie 1.6.1;Nadzór nad przestrzeganiem zasad systemu zamówień w szczególności dokonywanie kontroli procesu udzielania zamówień w zakresie przewidzianym ustawą;6390
0103-0001-0001-0001-0001;0103-0001-0001-0001;e;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;6390
0103-0001-0001-0002;0103-0001-0001;d;Podzadanie 1.6.2;System odwołań;6059
0103-0001-0001-0002-0001;0103-0001-0001-0002;e;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;6059
0103-0001-0002;0103-0001;c;Zadanie 1.11;Informatyzacja działalności i budowa społeczeństwa informacyjnego;923
0103-0001-0002-0001;0103-0001-0002;d;Podzadanie 1.11.1;Utrzymanie systemów informatycznych;923
0103-0001-0002-0001-0001;0103-0001-0002-0001;e;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;923
0103-0002;0103;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;40
0103-0002-0001;0103-0002;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;40
0103-0002-0001-0001;0103-0002-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;40
0103-0002-0001-0001-0001;0103-0002-0001-0001;e;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;40
0103-0003;0103;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;7214
0103-0003-0001;0103-0003;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;1565
0103-0003-0001-0002;0103-0003-0001;d;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;1565
0103-0003-0002;0103-0003;c;Zadanie 22.2;Obsługa administracyjna;2646
0103-0003-0002-0003;0103-0003-0002;d;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;2646
0103-0003-0003;0103-0003;c;Zadanie 22.3;Obsługa techniczna;3003
0103-0003-0003-0004;0103-0003-0003;d;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;3003
0104;;a;Dysponent;Wojewodowie;22337562
0104-0001;0104;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;121
0104-0001-0001;0104-0001;c;Zadanie 1.5;Organizacja i przeprowadzanie wyborów;121
0104-0001-0001-0001;0104-0001-0001;d;Podzadanie 1.5.4;Wybory do rad gmin, rad powiatów i sejmików województw, wybory wójtów, burmistrzów i prezydentów miast oraz referenda gminne, powiatowe i wojewódzkie;121
0104-0001-0001-0001-0001;0104-0001-0001-0001;e;Część 85;Budżety wojewodów ogółem;121
0104-0002;0104;b;FUNKCJA 2;BEZPIECZEŃSTWO WEWNĘTRZNE I PORZĄDEK PUBLICZNY;2235777
0104-0002-0001;0104-0002;c;Zadanie 2.1;Ochrona obywateli i utrzymanie porządku publicznego;12
0104-0002-0001-0001;0104-0002-0001;d;Podzadanie 2.1.1;Zapewnienie bezpieczeństwa wewnętrznego państwa;12
0104-0002-0001-0001-0001;0104-0002-0001-0001;e;Część 85;Budżety wojewodów ogółem;12
0104-0002-0002;0104-0002;c;Zadanie 2.2;Redukowanie przestępczości i działania na rzecz poprawy społecznego poczucia bezpieczeństwa;961
0104-0002-0002-0001;0104-0002-0002;d;Podzadanie 2.2.3;Zapobieganie przestępczości i aspołecznym zachowaniom oraz przeciwdziałanie przemocy i patologiom społecznym;961
0104-0002-0002-0001-0001;0104-0002-0002-0001;e;Część 85;Budżety wojewodów ogółem;961
0104-0002-0003;0104-0002;c;Zadanie 2.4;Ochrona przeciwpożarowa, działalność ratowniczo-gaśnicza oraz zapobiegawcza;2011949
0104-0002-0003-0001;0104-0002-0003;d;Podzadanie 2.4.1;Działalność ratowniczo-gaśnicza;1947882
0104-0002-0003-0001-0001;0104-0002-0003-0001;e;Część 85;Budżety wojewodów ogółem;1947882
0104-0002-0003-0002;0104-0002-0003;d;Podzadanie 2.4.3;Rozpoznawanie zagrożeń;64039
0104-0002-0003-0002-0001;0104-0002-0003-0002;e;Część 85;Budżety wojewodów ogółem;64039
0104-0002-0003-0003;0104-0002-0003;d;Podzadanie 2.4.4;Program wieloletni ``Program modernizacji Policji, Straży Granicznej, Państwowej Straży Pożarnej i Biura Ochrony Rządu w latach 2007-2011``;28
0104-0002-0003-0003-0001;0104-0002-0003-0003;e;Część 85;Budżety wojewodów ogółem;28
0104-0002-0004;0104-0002;c;Zadanie 2.5; Zarządzanie kryzysowe i obrona cywilna;34736
0104-0002-0004-0001;0104-0002-0004;d;Podzadanie 2.5.1;Koordynacja przedsięwzięć z zakresu zarządzania kryzysowego;18143
0104-0002-0004-0001-0001;0104-0002-0004-0001;e;Część 85;Budżety wojewodów ogółem;18143
0104-0002-0004-0002;0104-0002-0004;d;Podzadanie 2.5.2;Przeciwdziałanie i usuwanie skutków klęsk żywiołowych;0
0104-0002-0004-0002-0001;0104-0002-0004-0002;e;Część 85;Budżety wojewodów ogółem;0
0104-0002-0004-0003;0104-0002-0004;d;Podzadanie 2.5.3;Obrona cywilna;16593
0104-0002-0004-0003-0001;0104-0002-0004-0003;e;Część 85;Budżety wojewodów ogółem;16593
0104-0002-0005;0104-0002;c;Zadanie 2.6;Ochrona granicy państwowej i kontrola ruchu granicznego;188119
0104-0002-0005-0001;0104-0002-0005;d;Podzadanie 2.6.4;Budowa i utrzymanie przejść granicznych;188119
0104-0002-0005-0001-0001;0104-0002-0005-0001;e;Część 85;Budżety wojewodów ogółem;188119
0104-0003;0104;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;60681
0104-0003-0001;0104-0003;c;Zadanie 3.1;Edukacja i wychowanie;60129
0104-0003-0001-0001;0104-0003-0001;d;Podzadanie 3.1.1;Zarządzanie i nadzór nad systemem edukacji i wychowania;9134
0104-0003-0001-0001-0001;0104-0003-0001-0001;e;Część 85;Budżety wojewodów ogółem;9134
0104-0003-0001-0002;0104-0003-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;7369
0104-0003-0001-0002-0001;0104-0003-0001-0002;e;Część 85;Budżety wojewodów ogółem;7369
0104-0003-0001-0003;0104-0003-0001;d;Podzadanie 3.1.3;Kształcenie i doskonalenie nauczycieli oraz kształtowanie ich pragmatyki zawodowej;15316
0104-0003-0001-0003-0001;0104-0003-0001-0003;e;Część 85;Budżety wojewodów ogółem;15316
0104-0003-0001-0004;0104-0003-0001;d;Podzadanie 3.1.4;Egzaminy zewnętrzne;1748
