ID;Rodzic;Poziom;Typ;Treść;Budżet Państwa
0099-0002;0099;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;1
0099-0002-0001;0099-0002;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;1
0099-0002-0001-0001;0099-0002-0001;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;1
0099-0002-0001-0001-0001;0099-0002-0001-0001;e;Część 61;URZĄD PATENTOWY RZECZYPOSPOLITEJ POLSKIEJ;1
0099-0003;0099;b;FUNKCJA 15;POLITYKA ZAGRANICZNA;0
0099-0003-0001;0099-0003;c;Zadanie 15.5;Kształtowanie i koordynacja polityki zagranicznej;0
0099-0003-0001-0001;0099-0003-0001;d;Podzadanie 15.5.4;Przygotowanie, sprawowanie i obsługa Prezydencji RP w Radzie Unii Europejskiej;0
0099-0003-0001-0001-0001;0099-0003-0001-0001;e;Część 61;URZĄD PATENTOWY RZECZYPOSPOLITEJ POLSKIEJ;0
0100;;a;Dysponent;Urząd Regulacji Energetyki;35441
0100-0001;0100;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;27620
0100-0001-0001;0100-0001;c;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;6679
0100-0001-0001-0001;0100-0001-0001;d;Podzadanie 6.2.1;Dywersyfikacja źródeł energii i tworzenie nowych zdolności przesyłowych i transportowych energii elektrycznej, gazu ziemnego i ropy naftowej oraz rozbudowa podziemnych magazynów gazu ziemnego;404
0100-0001-0001-0001-0001;0100-0001-0001-0001;e;Część 50;URZĄD REGULACJI ENERGETYKI;404
0100-0001-0001-0002;0100-0001-0001;d;Podzadanie 6.2.2;Tworzenie warunków dla funkcjonowania górnictwa węgla kamiennego;6275
0100-0001-0001-0002-0001;0100-0001-0001-0002;e;Część 50;URZĄD REGULACJI ENERGETYKI;6275
0100-0001-0002;0100-0001;c;Zadanie 6.8;Nadzór nad rynkiem energii;20696
0100-0001-0002-0001;0100-0001-0002;d;Podzadanie 6.8.1;Regulacja działania przedsiębiorstw energetycznych w obszarach niekonkurencyjnych i reglamentowanych;16463
0100-0001-0002-0001-0001;0100-0001-0002-0001;e;Część 50;URZĄD REGULACJI ENERGETYKI;16463
0100-0001-0002-0002;0100-0001-0002;d;Podzadanie 6.8.2;Promowanie konkurencji na rynku energii;1788
0100-0001-0002-0002-0001;0100-0001-0002-0002;e;Część 50;URZĄD REGULACJI ENERGETYKI;1788
0100-0001-0002-0003;0100-0001-0002;d;Podzadanie 6.8.3;Realizacja polityki regulacyjnej z uwzględnieniem ochrony środowiska;610
0100-0001-0002-0003-0001;0100-0001-0002-0003;e;Część 50;URZĄD REGULACJI ENERGETYKI;610
0100-0001-0002-0004;0100-0001-0002;d;Podzadanie 6.8.4;Współpraca w integracji rynku europejskiego;1835
0100-0001-0002-0004-0001;0100-0001-0002-0004;e;Część 50;URZĄD REGULACJI ENERGETYKI;1835
0100-0001-0003;0100-0001;c;Zadanie 6.10;Statystyka publiczna;245
0100-0001-0003-0001;0100-0001-0003;d;Podzadanie 6.10.1;Organizowanie i prowadzenie badań statystycznych;245
0100-0001-0003-0001-0001;0100-0001-0003-0001;e;Część 50;URZĄD REGULACJI ENERGETYKI;245
0100-0002;0100;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;7821
0100-0002-0001;0100-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;3984
0100-0002-0001-0002;0100-0002-0001;d;Część 50;URZĄD REGULACJI ENERGETYKI;3984
0100-0002-0002;0100-0002;c;Zadanie 22.2;Obsługa administracyjna;2131
0100-0002-0002-0003;0100-0002-0002;d;Część 50;URZĄD REGULACJI ENERGETYKI;2131
0100-0002-0003;0100-0002;c;Zadanie 22.3;Obsługa techniczna;1706
0100-0002-0003-0004;0100-0002-0003;d;Część 50;URZĄD REGULACJI ENERGETYKI;1706
0101;;a;Dysponent;Urząd Transportu Kolejowego;18990
0101-0001;0101;b;FUNKCJA 19;INFRASTRUKTURA TRANSPORTOWA;12416
0101-0001-0001;0101-0001;c;Zadanie 19.2;Wspieranie transportu kolejowego;12416
0101-0001-0001-0001;0101-0001-0001;d;Podzadanie 19.2.5;Kształtowanie warunków dla rozwoju transportu kolejowego;5671
0101-0001-0001-0001-0001;0101-0001-0001-0001;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;5671
0101-0001-0001-0002;0101-0001-0001;d;Podzadanie 19.2.6;Spójność i interoperacyjność systemu kolejowego;1800
0101-0001-0001-0002-0001;0101-0001-0001-0002;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;1800
0101-0001-0001-0003;0101-0001-0001;d;Podzadanie 19.2.7;Nadzór rynku wyrobów przeznaczonych dla kolejnictwa;2338
0101-0001-0001-0003-0001;0101-0001-0001-0003;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;2338
0101-0001-0001-0004;0101-0001-0001;d;Podzadanie 19.2.8;Wspieranie i regulacja rynku transportu kolejowego;2607
0101-0001-0001-0004-0001;0101-0001-0001-0004;e;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;2607
0101-0002;0101;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;6574
0101-0002-0001;0101-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;768
0101-0002-0001-0002;0101-0002-0001;d;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;768
0101-0002-0002;0101-0002;c;Zadanie 22.2;Obsługa administracyjna;1503
0101-0002-0002-0003;0101-0002-0002;d;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;1503
0101-0002-0003;0101-0002;c;Zadanie 22.3;Obsługa techniczna;4303
0101-0002-0003-0004;0101-0002-0003;d;Część 71;URZĄD TRANSPORTU  KOLEJOWEGO;4303
0102;;a;Dysponent;Urząd Zamówień Publicznych;20872
0102-0001;0102;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;12665
0102-0001-0001;0102-0001;c;Zadanie 1.6;Nadzór nad systemem zamówień publicznych;12665
0102-0001-0001-0001;0102-0001-0001;d;Podzadanie 1.6.1;Nadzór nad przestrzeganiem zasad systemu zamówień w szczególności dokonywanie kontroli procesu udzielania zamówień w zakresie przewidzianym ustawą;6525
0102-0001-0001-0001-0001;0102-0001-0001-0001;e;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;6525
0102-0001-0001-0002;0102-0001-0001;d;Podzadanie 1.6.2;System odwołań;6140
0102-0001-0001-0002-0001;0102-0001-0001-0002;e;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;6140
0102-0002;0102;b;FUNKCJA 22;PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA;8207
0102-0002-0001;0102-0002;c;Zadanie 22.1;Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego;1990
0102-0002-0001-0002;0102-0002-0001;d;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;1990
0102-0002-0002;0102-0002;c;Zadanie 22.2;Obsługa administracyjna;1846
0102-0002-0002-0003;0102-0002-0002;d;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;1846
0102-0002-0003;0102-0002;c;Zadanie 22.3;Obsługa techniczna;4371
0102-0002-0003-0004;0102-0002-0003;d;Część 49;URZĄD ZAMÓWIEŃ PUBLICZNYCH;4371
0103;;a;Dysponent;Wojewodowie;22899170
0103-0001;0103;b;FUNKCJA 1;ZARZĄDZANIE PAŃSTWEM;4834
0103-0001-0001;0103-0001;c;Zadanie 1.5;Organizacja i przeprowadzanie wyborów;523
0103-0001-0001-0001;0103-0001-0001;d;Podzadanie 1.5.4;Wybory do rad gmin, rad powiatów i sejmików województw, wybory wójtów, burmistrzów i prezydentów miast oraz referenda gminne, powiatowe i wojewódzkie;523
0103-0001-0001-0001-0001;0103-0001-0001-0001;e;Część 85;Budżety wojewodów ogółem;523
0103-0001-0002;0103-0001;c;Zadanie 1.10;Ocena gospodarki finansowej jednostek samorządu terytorialnego z punktu widzenia kryteriów ustawowych;4311
0103-0001-0002-0001;0103-0001-0002;d;Podzadanie 1.10.1;Przygotowanie i wykonanie kontroli oraz upublicznienie ich wyników;2155
0103-0001-0002-0001-0001;0103-0001-0002-0001;e;Część 85;Budżety wojewodów ogółem;2155
0103-0001-0002-0002;0103-0001-0002;d;Podzadanie 1.10.2;Sprawowanie nadzoru nad jednostkami samorządu terytorialnego oraz działalność opiniodawcza;2156
0103-0001-0002-0002-0001;0103-0001-0002-0002;e;Część 85;Budżety wojewodów ogółem;2156
0103-0002;0103;b;FUNKCJA 2;BEZPIECZEŃSTWO WEWNĘTRZNE I PORZĄDEK PUBLICZNY;4349767
0103-0002-0001;0103-0002;c;Zadanie 2.1;Ochrona obywateli i utrzymanie porządku publicznego;1116
0103-0002-0001-0001;0103-0002-0001;d;Podzadanie 2.1.5;Wydawanie zezwoleń, koncesji, wpisu do rejestru działalności regulowanej oraz kontrola własna działalności koncesjonowanej, regulowanej i legalności nabycia nieruchomości, akcji i udziałów przez cudzoziemców;1116
0103-0002-0001-0001-0001;0103-0002-0001-0001;e;Część 85;Budżety wojewodów ogółem;1116
0103-0002-0002;0103-0002;c;Zadanie 2.4;Ochrona przeciwpożarowa, działalność ratowniczo-gaśnicza oraz zapobiegawcza;2008194
0103-0002-0002-0001;0103-0002-0002;d;Podzadanie 2.4.1;Działalność ratowniczo-gaśnicza;1878020
0103-0002-0002-0001-0001;0103-0002-0002-0001;e;Część 85;Budżety wojewodów ogółem;1878020
0103-0002-0002-0002;0103-0002-0002;d;Podzadanie 2.4.2;Działalność ratownictwa górskiego i wodnego;130174
0103-0002-0002-0002-0001;0103-0002-0002-0002;e;Część 85;Budżety wojewodów ogółem;130174
0103-0002-0003;0103-0002;c;Zadanie 2.5; Zarządzanie kryzysowe i obrona cywilna;2120030
0103-0002-0003-0001;0103-0002-0003;d;Podzadanie 2.5.1;Koordynacja przedsięwzięć z zakresu zarządzania kryzysowego;18648
0103-0002-0003-0001-0001;0103-0002-0003-0001;e;Część 85;Budżety wojewodów ogółem;18648
0103-0002-0003-0002;0103-0002-0003;d;Podzadanie 2.5.2;Przeciwdziałanie i usuwanie skutków klęsk żywiołowych;654
0103-0002-0003-0002-0001;0103-0002-0003-0002;e;Część 85;Budżety wojewodów ogółem;654
0103-0002-0003-0003;0103-0002-0003;d;Podzadanie 2.5.3;Obrona cywilna;16805
0103-0002-0003-0003-0001;0103-0002-0003-0003;e;Część 85;Budżety wojewodów ogółem;16805
0103-0002-0003-0004;0103-0002-0003;d;Podzadanie 2.5.4;System powiadomienia ratunkowego 112;2083923
0103-0002-0003-0004-0001;0103-0002-0003-0004;e;Część 85;Budżety wojewodów ogółem;2083923
0103-0002-0004;0103-0002;c;Zadanie 2.6;Ochrona granicy państwowej i kontrola ruchu granicznego;220427
0103-0002-0004-0001;0103-0002-0004;d;Podzadanie 2.6.4;Budowa i utrzymanie przejść granicznych;220427
0103-0002-0004-0001-0001;0103-0002-0004-0001;e;Część 85;Budżety wojewodów ogółem;220427
0103-0003;0103;b;FUNKCJA 3;EDUKACJA, WYCHOWANIE I OPIEKA;171613
0103-0003-0001;0103-0003;c;Zadanie 3.1;Edukacja i wychowanie;171613
0103-0003-0001-0001;0103-0003-0001;d;Podzadanie 3.1.1;Zarządzanie i nadzór nad systemem edukacji i wychowania;105786
0103-0003-0001-0001-0001;0103-0003-0001-0001;e;Część 85;Budżety wojewodów ogółem;105786
0103-0003-0001-0002;0103-0003-0001;d;Podzadanie 3.1.2;Kształcenie ogólne, zawodowe i ustawiczne;2815
0103-0003-0001-0002-0001;0103-0003-0001-0002;e;Część 85;Budżety wojewodów ogółem;2815
0103-0003-0001-0003;0103-0003-0001;d;Podzadanie 3.1.3;Kształcenie i doskonalenie nauczycieli oraz kształtowanie ich pragmatyki zawodowej;19422
0103-0003-0001-0003-0001;0103-0003-0001-0003;e;Część 85;Budżety wojewodów ogółem;19422
0103-0003-0001-0004;0103-0003-0001;d;Podzadanie 3.1.4;Egzaminy zewnętrzne;2248
0103-0003-0001-0004-0001;0103-0003-0001-0004;e;Część 85;Budżety wojewodów ogółem;2248
0103-0003-0001-0005;0103-0003-0001;d;Podzadanie 3.1.5;Wspieranie uczniów zdolnych oraz dzieci i młodzieży ze specjalnymi potrzebami edukacyjnymi;6624
0103-0003-0001-0005-0001;0103-0003-0001-0005;e;Część 85;Budżety wojewodów ogółem;6624
0103-0003-0001-0006;0103-0003-0001;d;Podzadanie 3.1.6;Edukacja pozalekcyjna i pozaszkolna;31878
0103-0003-0001-0006-0001;0103-0003-0001-0006;e;Część 85;Budżety wojewodów ogółem;31878
0103-0003-0001-0007;0103-0003-0001;d;Podzadanie 3.1.7;Wspieranie dostępu do podręczników;1790
0103-0003-0001-0007-0001;0103-0003-0001-0007;e;Część 85;Budżety wojewodów ogółem;1790
0103-0003-0001-0008;0103-0003-0001;d;Podzadanie 3.1.9;Prowadzenie działalności edukacyjnej, badawczej i popularyzatorskiej przez IPN;1050
0103-0003-0001-0008-0001;0103-0003-0001-0008;e;Część 85;Budżety wojewodów ogółem;1050
0103-0004;0103;b;FUNKCJA 4;ZARZĄDZANIE FINANSAMI PAŃSTWA;27463
0103-0004-0001;0103-0004;c;Zadanie 4.1;Opracowywanie i wykonywanie budżetu państwa;18060
0103-0004-0001-0001;0103-0004-0001;d;Podzadanie 4.1.1;Opracowanie metodologii i planowanie budżetowe;18060
0103-0004-0001-0001-0001;0103-0004-0001-0001;e;Część 85;Budżety wojewodów ogółem;18060
0103-0004-0002;0103-0004;c;Zadanie 4.3;Realizacja dochodów z podatków bezpośrednich, pośrednich oraz dochodów niepodatkowych;9403
0103-0004-0002-0001;0103-0004-0002;d;Podzadanie 4.3.1;Pobór podatków w tym ustalanie i określanie zobowiązań podatkowych oraz niepodatkowych należności budżetu państwa i jednostek samorządu terytorialnego;9403
0103-0004-0002-0001-0001;0103-0004-0002-0001;e;Część 85;Budżety wojewodów ogółem;9403
0103-0005;0103;b;FUNKCJA 5;OCHRONA PRAW I INTERESÓW SKARBU PAŃSTWA;111873
0103-0005-0001;0103-0005;c;Zadanie 5.1;Gospodarowanie mieniem Skarbu Państwa;73909
0103-0005-0001-0001;0103-0005-0001;d;Podzadanie 5.1.1;Przekształcenia własnościowe (prywatyzacja);306
0103-0005-0001-0001-0001;0103-0005-0001-0001;e;Część 85;Budżety wojewodów ogółem;306
0103-0005-0001-0002;0103-0005-0001;d;Podzadanie 5.1.2;Nadzór właścicielski;151
0103-0005-0001-0002-0001;0103-0005-0001-0002;e;Część 85;Budżety wojewodów ogółem;151
0103-0005-0001-0003;0103-0005-0001;d;Podzadanie 5.1.3;Zarządzanie mieniem Skarbu Państwa;48785
0103-0005-0001-0003-0001;0103-0005-0001-0003;e;Część 85;Budżety wojewodów ogółem;48785
0103-0005-0001-0004;0103-0005-0001;d;Podzadanie 5.1.4;Regulacja stanu prawnego nieruchomości;24667
0103-0005-0001-0004-0001;0103-0005-0001-0004;e;Część 85;Budżety wojewodów ogółem;24667
0103-0005-0002;0103-0005;c;Zadanie 5.2;Roszczenia majątkowe wobec Skarbu Państwa (w tym za mienie pozostawione poza granicami państwa);30487
0103-0005-0002-0001;0103-0005-0002;d;Podzadanie 5.2.1;Zaspokajanie roszczeń majątkowych wobec Skarbu Państwa;30487
0103-0005-0002-0001-0001;0103-0005-0002-0001;e;Część 85;Budżety wojewodów ogółem;30487
0103-0005-0003;0103-0005;c;Zadanie 5.3;Zastępstwo procesowe oraz działalność opiniodawcza i legislacyjna;7477
0103-0005-0003-0001;0103-0005-0003;d;Podzadanie 5.3.1;Wykonywanie zastępstwa procesowego;5356
0103-0005-0003-0001-0001;0103-0005-0003-0001;e;Część 85;Budżety wojewodów ogółem;5356
0103-0005-0003-0002;0103-0005-0003;d;Podzadanie 5.3.2;Działalność opiniodawcza i legislacyjna;2121
0103-0005-0003-0002-0001;0103-0005-0003-0002;e;Część 85;Budżety wojewodów ogółem;2121
0103-0006;0103;b;FUNKCJA 6;POLITYKA GOSPODARCZA KRAJU;93639
0103-0006-0001;0103-0006;c;Zadanie 6.2;Bezpieczeństwo gospodarcze państwa;142
0103-0006-0001-0001;0103-0006-0001;d;Podzadanie 6.2.2;Tworzenie warunków dla funkcjonowania górnictwa węgla kamiennego;102
0103-0006-0001-0001-0001;0103-0006-0001-0001;e;Część 85;Budżety wojewodów ogółem;102
0103-0006-0001-0002;0103-0006-0001;d;Podzadanie 6.2.3;Wspieranie bezpieczeństwa energetycznego;40
0103-0006-0001-0002-0001;0103-0006-0001-0002;e;Część 85;Budżety wojewodów ogółem;40
0103-0006-0002;0103-0006;c;Zadanie 6.4;Wsparcie i promocja turystyki;1983
0103-0006-0002-0001;0103-0006-0002;d;Podzadanie 6.4.4;Tworzenie i wspieranie systemu marketingu w turystyce;1983
0103-0006-0002-0001-0001;0103-0006-0002-0001;e;Część 85;Budżety wojewodów ogółem;1983
0103-0006-0003;0103-0006;c;Zadanie 6.12;Ochrona konkurencji i konsumentów;91514
0103-0006-0003-0001;0103-0006-0003;d;Podzadanie 6.12.2;Ochrona konsumentów i nadzór rynku;65314
0103-0006-0003-0001-0001;0103-0006-0003-0001;e;Część 85;Budżety wojewodów ogółem;65314
0103-0006-0003-0002;0103-0006-0003;d;Podzadanie 6.12.4;Realizacja zadań w zakresie jakości handlowej artykułów rolno-spożywczych;26200
0103-0006-0003-0002-0001;0103-0006-0003-0002;e;Część 85;Budżety wojewodów ogółem;26200
0103-0007;0103;b;FUNKCJA 7;GOSPODARKA PRZESTRZENNA, BUDOWNICTWO I MIESZKALNICTWO;317241
0103-0007-0001;0103-0007;c;Zadanie 7.2;Zagospodarowanie przestrzenne i gospodarka nieruchomościami;17214
0103-0007-0001-0001;0103-0007-0001;d;Podzadanie 7.2.1;Zagospodarowanie przestrzenne kraju;17214
0103-0007-0001-0001-0001;0103-0007-0001-0001;e;Część 85;Budżety wojewodów ogółem;17214
0103-0007-0002;0103-0007;c;Zadanie 7.3;Geodezja i kartografia;95724
0103-0007-0002-0001;0103-0007-0002;d;Podzadanie 7.3.1;Nadzór i kontrola w zakresie przestrzegania i stosowania przepisów w dziedzinie geodezji i kartografii;15762
0103-0007-0002-0001-0001;0103-0007-0002-0001;e;Część 85;Budżety wojewodów ogółem;15762
0103-0007-0002-0002;0103-0007-0002;d;Podzadanie 7.3.2;Prowadzenie i przechowywanie baz danych przez wojewódzkiego inspektora nadzoru geodezyjnego i kartograficznego;72522
0103-0007-0002-0002-0001;0103-0007-0002-0002;e;Część 85;Budżety wojewodów ogółem;72522
0103-0007-0002-0003;0103-0007-0002;d;Podzadanie 7.3.3;Gromadzenie, prowadzenie, aktualizacja i udostępnienie zasobu geodezyjnego i kartograficznego;7440
0103-0007-0002-0003-0001;0103-0007-0002-0003;e;Część 85;Budżety wojewodów ogółem;7440
0103-0007-0003;0103-0007;c;Zadanie 7.4;Nadzór budowlany;204303
0103-0007-0003-0001;0103-0007-0003;d;Podzadanie 7.4.1;Kontrola procesu budowlanego;120933
0103-0007-0003-0001-0001;0103-0007-0003-0001;e;Część 85;Budżety wojewodów ogółem;120933
0103-0007-0003-0002;0103-0007-0003;d;Podzadanie 7.4.2;Kontrola rynku wyrobów budowlanych;13600
0103-0007-0003-0002-0001;0103-0007-0003-0002;e;Część 85;Budżety wojewodów ogółem;13600
0103-0007-0003-0003;0103-0007-0003;d;Podzadanie 7.4.3;Orzecznictwo administracyjne;69770
0103-0007-0003-0003-0001;0103-0007-0003-0003;e;Część 85;Budżety wojewodów ogółem;69770
0103-0008;0103;b;FUNKCJA 8;KULTURA FIZYCZNA I SPORT;115
0103-0008-0001;0103-0008;c;Zadanie 8.3;Wspieranie infrastruktury sportowej;23
0103-0008-0001-0001;0103-0008-0001;d;Podzadanie 8.3.3;Program ``Moje Boisko-Orlik 2012``;23
0103-0008-0001-0001-0001;0103-0008-0001-0001;e;Część 85;Budżety wojewodów ogółem;23
0103-0008-0002;0103-0008;c;Zadanie 8.4;Współorganizacja Mistrzostw Europy;92
0103-0008-0002-0001;0103-0008-0002;d;Podzadanie 8.4.1;Program wieloletni ``Przygotowanie i wykonanie przedsięwzięć EURO 2012``;92
0103-0008-0002-0001-0001;0103-0008-0002-0001;e;Część 85;Budżety wojewodów ogółem;92
0103-0009;0103;b;FUNKCJA 9;KULTURA I DZIEDZICTWO NARODOWE;90865
0103-0009-0001;0103-0009;c;Zadanie 9.1;Podtrzymywanie i rozpowszechnianie tradycji narodowej i państwowej;9484
0103-0009-0001-0001;0103-0009-0001;d;Podzadanie 9.1.1;Ochrona miejsc pamięci narodowej w kraju i za granicą;9484
0103-0009-0001-0001-0001;0103-0009-0001-0001;e;Część 85;Budżety wojewodów ogółem;9484
0103-0009-0002;0103-0009;c;Zadanie 9.2;Ochrona dziedzictwa narodowego;81381
0103-0009-0002-0001;0103-0009-0002;d;Podzadanie 9.2.3;Zachowanie, utrzymanie i zagospodarowanie zabytków;60036
0103-0009-0002-0001-0001;0103-0009-0002-0001;e;Część 85;Budżety wojewodów ogółem;60036
0103-0009-0002-0002;0103-0009-0002;d;Podzadanie 9.2.4;Dokumentacja, rejestry i ewidencja zabytków oraz dóbr kultury;21345
0103-0009-0002-0002-0001;0103-0009-0002-0002;e;Część 85;Budżety wojewodów ogółem;21345
0103-0010;0103;b;FUNKCJA 11;BEZPIECZEŃSTWO ZEWNĘTRZNE I NIENARUSZALNOŚĆ GRANIC;42312
0103-0010-0001;0103-0010;c;Zadanie 11.1;Utrzymanie zdolności obronnych;586
0103-0010-0001-0001;0103-0010-0001;d;Podzadanie 11.1.1;Utrzymanie zdolności operacyjnych Wojsk Lądowych;586
0103-0010-0001-0001-0001;0103-0010-0001-0001;e;Część 85;Budżety wojewodów ogółem;586
0103-0010-0002;0103-0010;c;Zadanie 11.5;Gotowość struktur administracyjno-gospodarczych kraju do obrony państwa;41726
0103-0010-0002-0001;0103-0010-0002;d;Podzadanie 11.5.2;Pozamilitarne przygotowania obronne;41726
0103-0010-0002-0001-0001;0103-0010-0002-0001;e;Część 85;Budżety wojewodów ogółem;41726
0103-0011;0103;b;FUNKCJA 12;ŚRODOWISKO;161887
0103-0011-0001;0103-0011;c;Zadanie 12.1;Kształtowanie bioróżnorodności;24835
0103-0011-0001-0001;0103-0011-0001;d;Podzadanie 12.1.1;Realizacja sieci Natura 2000;20125
0103-0011-0001-0001-0001;0103-0011-0001-0001;e;Część 85;Budżety wojewodów ogółem;20125
0103-0011-0001-0002;0103-0011-0001;d;Podzadanie 12.1.2;Ochrona przyrody i krajobrazu, w tym parki narodowe;4710
0103-0011-0001-0002-0001;0103-0011-0001-0002;e;Część 85;Budżety wojewodów ogółem;4710
0103-0011-0002;0103-0011;c;Zadanie 12.2;Kształtowanie jakości powietrza atmosferycznego i przeciwdziałanie zmianom klimatu;2213
0103-0011-0002-0001;0103-0011-0002;d;Podzadanie 12.2.1;Ochrona powietrza przed zanieczyszczeniami oraz działania z zakresu handlu emisjami zanieczyszczeń innych niż gazy cieplarniane;2213
0103-0011-0002-0001-0001;0103-0011-0002-0001;e;Część 85;Budżety wojewodów ogółem;2213
0103-0011-0003;0103-0011;c;Zadanie 12.3;Racjonalne gospodarowanie zasobami i strukturami geologicznymi;729
0103-0011-0003-0001;0103-0011-0003;d;Podzadanie 12.3.1;Gromadzenie i udostępnianie danych geologicznych oraz prowadzenie rejestru obszarów górniczych;492
0103-0011-0003-0001-0001;0103-0011-0003-0001;e;Część 85;Budżety wojewodów ogółem;492
0103-0011-0003-0002;0103-0011-0003;d;Podzadanie 12.3.2;Badania geologiczne, gospodarowanie zasobami złóż kopalin oraz ustalanie dyspozycyjnych zasobów wód podziemnych;237
0103-0011-0003-0002-0001;0103-0011-0003-0002;e;Część 85;Budżety wojewodów ogółem;237
0103-0011-0004;0103-0011;c;Zadanie 12.4;Gospodarka odpadami;1126
0103-0011-0004-0001;0103-0011-0004;d;Podzadanie 12.4.1;Kształtowanie i realizacja polityki państwa w zakresie gospodarki odpadami;1126
0103-0011-0004-0001-0001;0103-0011-0004-0001;e;Część 85;Budżety wojewodów ogółem;1126
0103-0011-0005;0103-0011;c;Zadanie 12.5;Gospodarowanie zasobami wodnymi;1858
0103-0011-0005-0001;0103-0011-0005;d;Podzadanie 12.5.1;Kształtowanie, ochrona i wykorzystanie zasobów wodnych;384
0103-0011-0005-0001-0001;0103-0011-0005-0001;e;Część 85;Budżety wojewodów ogółem;384
0103-0011-0005-0002;0103-0011-0005;d;Podzadanie 12.5.2;Utrzymanie powierzonego majątku związanego z gospodarką wodną;398
0103-0011-0005-0002-0001;0103-0011-0005-0002;e;Część 85;Budżety wojewodów ogółem;398
0103-0011-0005-0003;0103-0011-0005;d;Podzadanie 12.5.3;Ochrona przeciwpowodziowa oraz przeciwdziałanie skutkom suszy;1076
0103-0011-0005-0003-0001;0103-0011-0005-0003;e;Część 85;Budżety wojewodów ogółem;1076
0103-0011-0006;0103-0011;c;Zadanie 12.7;Kontrola, monitoring stanu środowiska i przeciwdziałanie poważnym awariom;131126
0103-0011-0006-0001;0103-0011-0006;d;Podzadanie 12.7.1;Kontrola podmiotów korzystających ze środowiska w tym w zakresie zapobiegania poważnym awariom;76649
0103-0011-0006-0001-0001;0103-0011-0006-0001;e;Część 85;Budżety wojewodów ogółem;76649
0103-0011-0006-0002;0103-0011-0006;d;Podzadanie 12.7.2;Monitoring stanu środowiska;54348
0103-0011-0006-0002-0001;0103-0011-0006-0002;e;Część 85;Budżety wojewodów ogółem;54348
0103-0011-0006-0003;0103-0011-0006;d;Podzadanie 12.7.3;Kontrola przestrzegania prawa ochrony środowiska oraz prowadzenie postępowań administracyjnych;129
0103-0011-0006-0003-0001;0103-0011-0006-0003;e;Część 85;Budżety wojewodów ogółem;129
0103-0012;0103;b;FUNKCJA 13;ZABEZPIECZENIE SPOŁECZNE I WSPIERANIE RODZINY;12869294
0103-0012-0001;0103-0012;c;Zadanie 13.1;Pomoc i integracja społeczna;3157389
0103-0012-0001-0001;0103-0012-0001;d;Podzadanie 13.1.1;Wspieranie osób zagrożonych wykluczeniem społecznym;3052131
0103-0012-0001-0001-0001;0103-0012-0001-0001;e;Część 85;Budżety wojewodów ogółem;3052131
0103-0012-0001-0002;0103-0012-0001;d;Podzadanie 13.1.2;Tworzenie, wdrażanie oraz realizacja przepisów o pomocy społecznej;105258
0103-0012-0001-0002-0001;0103-0012-0001-0002;e;Część 85;Budżety wojewodów ogółem;105258
0103-0012-0002;0103-0012;c;Zadanie 13.2;Aktywizacja społeczna osób niepełnosprawnych;80573
0103-0012-0002-0001;0103-0012-0002;d;Podzadanie 13.2.1;Wspomaganie aktywizacji społecznej osób niepełnosprawnych;80153
0103-0012-0002-0001-0001;0103-0012-0002-0001;e;Część 85;Budżety wojewodów ogółem;80153
0103-0012-0002-0002;0103-0012-0002;d;Podzadanie 13.2.2;Prowadzenie dialogu obywatelskiego w zakresie aktywizacji społecznej osób niepełnosprawnych;420
0103-0012-0002-0002-0001;0103-0012-0002-0002;e;Część 85;Budżety wojewodów ogółem;420
0103-0012-0003;0103-0012;c;Zadanie 13.4;Sprawy kombatantów i osób represjonowanych;19
0103-0012-0003-0001;0103-0012-0003;d;Podzadanie 13.4.3;Honorowanie kombatantów i ofiar represji oraz utrwalanie pamięci o nich;19
0103-0012-0003-0001-0001;0103-0012-0003-0001;e;Część 85;Budżety wojewodów ogółem;19
