"idef";"idef_sort";"parent";"parent_sort";"node";"leaf";"level";"type";"name";"czesc";"wartosc_bazowa";"wartosc_rok_obec";"v_total";"v_nation";"v_eu";"v_proc_nation";"v_proc_eu"
"22-2-31-1-1";"022-002-031-001-001";"22-2-31-1";"022-002-031-001";0;"t";"e";"Miernik";"Udział pracowników obsługi administracyjnej do ogółu zatrudnionych";"43";"nie było monitorowane";"15 %";;;;;
"22-2-31-1-1";"022-002-031-001-001";"22-2-31-1";"022-002-031-001";1;"t";"e";"Miernik";"Udział pracowników obsługi administracyjnej do ogółu zatrudnionych";"43";"nie było monitorowane";"15 %";;;;;
"22-2-32";"022-002-032";"22-2";"022-002";0;"f";"c";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"44";;;5601;5601;0;100;0
"22-2-32";"022-002-032";"22-2";"022-002";1;"f";"c";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"44";;;5601;5601;0;100;0
"22-2-32-1";"022-002-032-001";"22-2-32";"022-002-032";0;"f";"d";"Cel";"Zapewnianie sprawnego funkcjonowania Urzędu i sprawnej obsługi pracowników";"44";;;;;;;
"22-2-32-1";"022-002-032-001";"22-2-32";"022-002-032";1;"f";"d";"Cel";"Zapewnianie sprawnego funkcjonowania Urzędu i sprawnej obsługi pracowników";"44";;;;;;;
"22-2-32-1-1";"022-002-032-001-001";"22-2-32-1";"022-002-032-001";0;"t";"e";"Miernik";"Wartość środków finansowych przeznaczonych na realizację zadania";"44";"-";"-";;;;;
"22-2-32-1-1";"022-002-032-001-001";"22-2-32-1";"022-002-032-001";1;"t";"e";"Miernik";"Wartość środków finansowych przeznaczonych na realizację zadania";"44";"-";"-";;;;;
"22-2-33";"022-002-033";"22-2";"022-002";0;"f";"c";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;75769;75769;0;100;0
"22-2-33";"022-002-033";"22-2";"022-002";1;"f";"c";"Dysponent";"Ministerstwo Spraw Zagranicznych";"45";;;75769;75769;0;100;0
"22-2-33-1";"022-002-033-001";"22-2-33";"022-002-033";0;"f";"d";"Cel";"Sprawna obsługa administracyjna ministerstwa i placówek zagranicznych";"45";;;;;;;
"22-2-33-1";"022-002-033-001";"22-2-33";"022-002-033";1;"f";"d";"Cel";"Sprawna obsługa administracyjna ministerstwa i placówek zagranicznych";"45";;;;;;;
"22-2-33-1-1";"022-002-033-001-001";"22-2-33-1";"022-002-033-001";0;"t";"e";"Miernik";"Ocena członków Kierownictwa i dyrektorów komórek organizacyjnych – ankieta wewnętrzna";"45";"dobra";"dobra";;;;;
"22-2-33-1-1";"022-002-033-001-001";"22-2-33-1";"022-002-033-001";1;"t";"e";"Miernik";"Ocena członków Kierownictwa i dyrektorów komórek organizacyjnych – ankieta wewnętrzna";"45";"dobra";"dobra";;;;;
"22-2-34";"022-002-034";"22-2";"022-002";0;"f";"c";"Dysponent";"Ministerstwo Zdrowia";"46";;;7608;7608;0;100;0
"22-2-34";"022-002-034";"22-2";"022-002";1;"f";"c";"Dysponent";"Ministerstwo Zdrowia";"46";;;7608;7608;0;100;0
"22-2-34-1";"022-002-034-001";"22-2-34";"022-002-034";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"46";;;;;;;
"22-2-34-1";"022-002-034-001";"22-2-34";"022-002-034";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"46";;;;;;;
"22-2-34-1-1";"022-002-034-001-001";"22-2-34-1";"022-002-034-001";0;"t";"e";"Miernik";"Liczba pracowników obsługi administracyjnej na 100 pracowników w urzędzie";"46";"2160";"2097";;;;;
"22-2-34-1-1";"022-002-034-001-001";"22-2-34-1";"022-002-034-001";1;"t";"e";"Miernik";"Liczba pracowników obsługi administracyjnej na 100 pracowników w urzędzie";"46";"2160";"2097";;;;;
"22-2-35";"022-002-035";"22-2";"022-002";0;"f";"c";"Dysponent";"Urząd Zamówień Publicznych";"49";;;1846;1846;0;100;0
"22-2-35";"022-002-035";"22-2";"022-002";1;"f";"c";"Dysponent";"Urząd Zamówień Publicznych";"49";;;1846;1846;0;100;0
"22-2-35-1";"022-002-035-001";"22-2-35";"022-002-035";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Urzędu";"49";;;;;;;
"22-2-35-1";"022-002-035-001";"22-2-35";"022-002-035";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Urzędu";"49";;;;;;;
"22-2-35-1-1";"022-002-035-001-001";"22-2-35-1";"022-002-035-001";0;"t";"e";"Miernik";"Odsetek pracowników obsługi administarcyjnej do ogółu zatrudnionych";"49";"15,8/156(10%)";"17,3/181(9,5%)";;;;;
"22-2-35-1-1";"022-002-035-001-001";"22-2-35-1";"022-002-035-001";1;"t";"e";"Miernik";"Odsetek pracowników obsługi administarcyjnej do ogółu zatrudnionych";"49";"15,8/156(10%)";"17,3/181(9,5%)";;;;;
"22-2-36";"022-002-036";"22-2";"022-002";0;"f";"c";"Dysponent";"Urząd Regulacji Energetyki";"50";;;2131;2131;0;100;0
"22-2-36";"022-002-036";"22-2";"022-002";1;"f";"c";"Dysponent";"Urząd Regulacji Energetyki";"50";;;2131;2131;0;100;0
"22-2-36-1";"022-002-036-001";"22-2-36";"022-002-036";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Urzędu poprzez sprawną obsługę administracyjną";"50";;;;;;;
"22-2-36-1";"022-002-036-001";"22-2-36";"022-002-036";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Urzędu poprzez sprawną obsługę administracyjną";"50";;;;;;;
"22-2-36-1-1";"022-002-036-001-001";"22-2-36-1";"022-002-036-001";0;"t";"e";"Miernik";"Udział uzyskanych ocen pozytywnych z przeprowadzonych kontroli obejmujących obsługę administracyjną, w tym finansowo-księgową w stosunku do ilości tych kotroli (%)";"50";"bd";"100";;;;;
"22-2-36-1-1";"022-002-036-001-001";"22-2-36-1";"022-002-036-001";1;"t";"e";"Miernik";"Udział uzyskanych ocen pozytywnych z przeprowadzonych kontroli obejmujących obsługę administracyjną, w tym finansowo-księgową w stosunku do ilości tych kotroli (%)";"50";"bd";"100";;;;;
"22-2-37";"022-002-037";"22-2";"022-002";0;"f";"c";"Dysponent";"Urząd Ochrony Konkurencji i Konsumentów";"53";;;4902;4902;0;100;0
"22-2-37";"022-002-037";"22-2";"022-002";1;"f";"c";"Dysponent";"Urząd Ochrony Konkurencji i Konsumentów";"53";;;4902;4902;0;100;0
"22-2-37-1";"022-002-037-001";"22-2-37";"022-002-037";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Urzędu przy rozsadnym koszcie operacyjnym";"53";;;;;;;
"22-2-37-1";"022-002-037-001";"22-2-37";"022-002-037";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Urzędu przy rozsadnym koszcie operacyjnym";"53";;;;;;;
"22-2-37-1-1";"022-002-037-001-001";"22-2-37-1";"022-002-037-001";0;"t";"e";"Miernik";"Wynagrodzenie pracowników obsługi administracyjnej do ogółu wydatków na wynagrodzenia w Urzędzie";"53";"0";"11%";;;;;
"22-2-37-1-1";"022-002-037-001-001";"22-2-37-1";"022-002-037-001";1;"t";"e";"Miernik";"Wynagrodzenie pracowników obsługi administracyjnej do ogółu wydatków na wynagrodzenia w Urzędzie";"53";"0";"11%";;;;;
"22-2-38";"022-002-038";"22-2";"022-002";0;"f";"c";"Dysponent";"WyŜszy Urząd Górniczy";"60";;;3650;3650;0;100;0
"22-2-38";"022-002-038";"22-2";"022-002";1;"f";"c";"Dysponent";"WyŜszy Urząd Górniczy";"60";;;3650;3650;0;100;0
"22-2-38-1";"022-002-038-001";"22-2-38";"022-002-038";0;"f";"d";"Cel";"Doskonalenie działalności urzędów górniczych w perspektywach: procesów wewnętrznych, doskonalenia i rozwoju oraz finansowej";"60";;;;;;;
"22-2-38-1";"022-002-038-001";"22-2-38";"022-002-038";1;"f";"d";"Cel";"Doskonalenie działalności urzędów górniczych w perspektywach: procesów wewnętrznych, doskonalenia i rozwoju oraz finansowej";"60";;;;;;;
"22-2-38-1-1";"022-002-038-001-001";"22-2-38-1";"022-002-038-001";0;"t";"e";"Miernik";"Odsetek osiągniętych progów satysfakcji w ramach celów operacyjnych w perspektywach: procesów wewnętrznych, doskonalenia i rozwoju oraz finansowej";"60";"75%";"80%";;;;;
"22-2-38-1-1";"022-002-038-001-001";"22-2-38-1";"022-002-038-001";1;"t";"e";"Miernik";"Odsetek osiągniętych progów satysfakcji w ramach celów operacyjnych w perspektywach: procesów wewnętrznych, doskonalenia i rozwoju oraz finansowej";"60";"75%";"80%";;;;;
"22-2-39";"022-002-039";"22-2";"022-002";0;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";;;9082;9082;0;100;0
"22-2-39";"022-002-039";"22-2";"022-002";1;"f";"c";"Dysponent";"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";;;9082;9082;0;100;0
"22-2-39-1";"022-002-039-001";"22-2-39";"022-002-039";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"62";;;;;;;
"22-2-39-1";"022-002-039-001";"22-2-39";"022-002-039";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"62";;;;;;;
"22-2-39-1-1";"022-002-039-001-001";"22-2-39-1";"022-002-039-001";0;"t";"e";"Miernik";"Udział procentowy pracowników obsługi administracyjnej w stosunku do ogółu zatrudnionych";"62";"None";"None";;;;;
"22-2-39-1-1";"022-002-039-001-001";"22-2-39-1";"022-002-039-001";1;"t";"e";"Miernik";"Udział procentowy pracowników obsługi administracyjnej w stosunku do ogółu zatrudnionych";"62";"None";"None";;;;;
"22-2-40";"022-002-040";"22-2";"022-002";0;"f";"c";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"63";;;1081;1081;0;100;0
"22-2-40";"022-002-040";"22-2";"022-002";1;"f";"c";"Dysponent";"Ministerstwo Pracy i Polityki Społecznej";"63";;;1081;1081;0;100;0
"22-2-40-1";"022-002-040-001";"22-2-40";"022-002-040";0;"f";"d";"Cel";"Zapewnianie sprawnego funkcjonowania Urzędu i sprawnej obsługi pracowników";"63";;;;;;;
"22-2-40-1";"022-002-040-001";"22-2-40";"022-002-040";1;"f";"d";"Cel";"Zapewnianie sprawnego funkcjonowania Urzędu i sprawnej obsługi pracowników";"63";;;;;;;
"22-2-40-1-1";"022-002-040-001-001";"22-2-40-1";"022-002-040-001";0;"t";"e";"Miernik";"Wartość środków finansowych przeznaczonych na realizację zadania";"63";"-";"-";;;;;
"22-2-40-1-1";"022-002-040-001-001";"22-2-40-1";"022-002-040-001";1;"t";"e";"Miernik";"Wartość środków finansowych przeznaczonych na realizację zadania";"63";"-";"-";;;;;
"22-2-41";"022-002-041";"22-2";"022-002";0;"f";"c";"Dysponent";"Polski Komitet Normalizacyjny";"65";;;3430;3430;0;100;0
"22-2-41";"022-002-041";"22-2";"022-002";1;"f";"c";"Dysponent";"Polski Komitet Normalizacyjny";"65";;;3430;3430;0;100;0
"22-2-41-1";"022-002-041-001";"22-2-41";"022-002-041";0;"f";"d";"Cel";"Obsługa administracyjna biura";"65";;;;;;;
"22-2-41-1";"022-002-041-001";"22-2-41";"022-002-041";1;"f";"d";"Cel";"Obsługa administracyjna biura";"65";;;;;;;
"22-2-41-1-1";"022-002-041-001-001";"22-2-41-1";"022-002-041-001";0;"t";"e";"Miernik";"Stosunek liczby dokumentów sprawdzonych pod względem formalno-rachunkowym w ciągu 5 dni roboczych do całkowitej liczby dokumentow sprawdzonych pod wzgledem formalno-rachunkowym";"65";"None";"100%";;;;;
"22-2-41-1-1";"022-002-041-001-001";"22-2-41-1";"022-002-041-001";1;"t";"e";"Miernik";"Stosunek liczby dokumentów sprawdzonych pod względem formalno-rachunkowym w ciągu 5 dni roboczych do całkowitej liczby dokumentow sprawdzonych pod wzgledem formalno-rachunkowym";"65";"None";"100%";;;;;
"22-2-42";"022-002-042";"22-2";"022-002";0;"f";"c";"Dysponent";"Państwowa Agencja Atomistyki";"68";;;1728;1728;0;100;0
"22-2-42";"022-002-042";"22-2";"022-002";1;"f";"c";"Dysponent";"Państwowa Agencja Atomistyki";"68";;;1728;1728;0;100;0
"22-2-42-1";"022-002-042-001";"22-2-42";"022-002-042";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania PAA i sprawnej obsługi pracowników";"68";;;;;;;
"22-2-42-1";"022-002-042-001";"22-2-42";"022-002-042";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania PAA i sprawnej obsługi pracowników";"68";;;;;;;
"22-2-42-1-1";"022-002-042-001-001";"22-2-42-1";"022-002-042-001";0;"t";"e";"Miernik";"Liczba pracowników obsługi administracyjnej na 100 pracowników merytorycznych";"68";"28";"28";;;;;
"22-2-42-1-1";"022-002-042-001-001";"22-2-42-1";"022-002-042-001";1;"t";"e";"Miernik";"Liczba pracowników obsługi administracyjnej na 100 pracowników merytorycznych";"68";"28";"28";;;;;
"22-2-43";"022-002-043";"22-2";"022-002";0;"f";"c";"Dysponent";"Urząd Transportu Kolejowego";"71";;;1503;1503;0;100;0
"22-2-43";"022-002-043";"22-2";"022-002";1;"f";"c";"Dysponent";"Urząd Transportu Kolejowego";"71";;;1503;1503;0;100;0
"22-2-43-1";"022-002-043-001";"22-2-43";"022-002-043";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Urzędu w zakresie obsługi administracyjnej";"71";;;;;;;
"22-2-43-1";"022-002-043-001";"22-2-43";"022-002-043";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Urzędu w zakresie obsługi administracyjnej";"71";;;;;;;
"22-2-43-1-1";"022-002-043-001-001";"22-2-43-1";"022-002-043-001";0;"t";"e";"Miernik";"Ilość osób obsługujących administrację w stosunku do ogółu zatrudnionych";"71";"13%";"13%";;;;;
"22-2-43-1-1";"022-002-043-001-001";"22-2-43-1";"022-002-043-001";1;"t";"e";"Miernik";"Ilość osób obsługujących administrację w stosunku do ogółu zatrudnionych";"71";"13%";"13%";;;;;
"22-2-44";"022-002-044";"22-2";"022-002";0;"f";"c";"Dysponent";"Kasa Rolniczego Ubezpieczenia Społecznego";"72";;;0;0;0;100;0
"22-2-44";"022-002-044";"22-2";"022-002";1;"f";"c";"Dysponent";"Kasa Rolniczego Ubezpieczenia Społecznego";"72";;;0;0;0;100;0
"22-2-44-1";"022-002-044-001";"22-2-44";"022-002-044";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Kasy a tym samym terminowej realizacji zadań";"72";;;;;;;
"22-2-44-1";"022-002-044-001";"22-2-44";"022-002-044";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania Kasy a tym samym terminowej realizacji zadań";"72";;;;;;;
"22-2-44-1-1";"022-002-044-001-001";"22-2-44-1";"022-002-044-001";0;"t";"e";"Miernik";"Stopień realizacji wydatków Funduszu Administracyjnego";"72";"98,0%";"99,0%";;;;;
"22-2-44-1-1";"022-002-044-001-001";"22-2-44-1";"022-002-044-001";1;"t";"e";"Miernik";"Stopień realizacji wydatków Funduszu Administracyjnego";"72";"98,0%";"99,0%";;;;;
"22-2-45";"022-002-045";"22-2";"022-002";0;"f";"c";"Dysponent";"Urząd Komunikacji Elektronicznej";"76";;;25336;25336;0;100;0
"22-2-45";"022-002-045";"22-2";"022-002";1;"f";"c";"Dysponent";"Urząd Komunikacji Elektronicznej";"76";;;25336;25336;0;100;0
"22-2-45-1";"022-002-045-001";"22-2-45";"022-002-045";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"76";;;;;;;
"22-2-45-1";"022-002-045-001";"22-2-45";"022-002-045";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"76";;;;;;;
"22-2-45-1-1";"022-002-045-001-001";"22-2-45-1";"022-002-045-001";0;"t";"e";"Miernik";"Terminowość zalatwiania spraw";"76";"100";"100";;;;;
"22-2-45-1-1";"022-002-045-001-001";"22-2-45-1";"022-002-045-001";1;"t";"e";"Miernik";"Terminowość zalatwiania spraw";"76";"100";"100";;;;;
"22-2-46";"022-002-046";"22-2";"022-002";0;"f";"c";"Dysponent";"Wojewodowie";"85";;;196671;196671;0;100;0
"22-2-46";"022-002-046";"22-2";"022-002";1;"f";"c";"Dysponent";"Wojewodowie";"85";;;196671;196671;0;100;0
"22-2-46-1";"022-002-046-001";"22-2-46";"022-002-046";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"85";;;;;;;
"22-2-46-1";"022-002-046-001";"22-2-46";"022-002-046";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu i sprawnej obsługi pracowników";"85";;;;;;;
"22-2-46-1-1";"022-002-046-001-001";"22-2-46-1";"022-002-046-001";0;"t";"e";"Miernik";"Koszty obsługi administracyjnej ( w tym koszty zakupu usług zewnętrznych w zakresie obsługi administracyjnej)";"85";"-";"-";;;;;
"22-2-46-1-1";"022-002-046-001-001";"22-2-46-1";"022-002-046-001";1;"t";"e";"Miernik";"Koszty obsługi administracyjnej ( w tym koszty zakupu usług zewnętrznych w zakresie obsługi administracyjnej)";"85";"-";"-";;;;;
"22-2-47";"022-002-047";"22-2";"022-002";0;"f";"c";"Dysponent";"Prokuratura Generalna";"88";;;306530;306530;0;100;0
"22-2-47";"022-002-047";"22-2";"022-002";1;"f";"c";"Dysponent";"Prokuratura Generalna";"88";;;306530;306530;0;100;0
"22-2-47-1";"022-002-047-001";"22-2-47";"022-002-047";0;"f";"d";"Cel";"Zapewnienie sprawnej i ciągłej obsługi PG pod względem prawnym, kadrowym, finansowo-księgowym i administracyjno-gospodarczym";"88";;;;;;;
"22-2-47-1";"022-002-047-001";"22-2-47";"022-002-047";1;"f";"d";"Cel";"Zapewnienie sprawnej i ciągłej obsługi PG pod względem prawnym, kadrowym, finansowo-księgowym i administracyjno-gospodarczym";"88";;;;;;;
"22-2-47-1-1";"022-002-047-001-001";"22-2-47-1";"022-002-047-001";0;"t";"e";"Miernik";"Ocena NIK";"88";"-";"pozytywna";;;;;
"22-2-47-1-1";"022-002-047-001-001";"22-2-47-1";"022-002-047-001";1;"t";"e";"Miernik";"Ocena NIK";"88";"-";"pozytywna";;;;;
"22-3";"022-003";"22";"022";;"f";"b";"Zadanie 22.3";"Obsługa techniczna";;;;0;0;0;100;0
"22-3-1";"022-003-001";"22-3";"022-003";0;"f";"c";"Dysponent";"Kancelaria Sejmu";"2";;;0;0;0;100;0
"22-3-1";"022-003-001";"22-3";"022-003";1;"f";"c";"Dysponent";"Kancelaria Sejmu";"2";;;0;0;0;100;0
"22-3-1-1";"022-003-001-001";"22-3-1";"022-003-001";0;"f";"d";"Cel";"Zapewnienie sprawnej obsługi technicznej Sejmu i Kancelarii Sejmu";"2";;;;;;;
"22-3-1-1";"022-003-001-001";"22-3-1";"022-003-001";1;"f";"d";"Cel";"Zapewnienie sprawnej obsługi technicznej Sejmu i Kancelarii Sejmu";"2";;;;;;;
"22-3-1-1-1";"022-003-001-001-001";"22-3-1-1";"022-003-001-001";0;"t";"e";"Miernik";"Stopień odnowienia umorzonego w 100% majątku trwałego";"2";"5%";"0";;;;;
"22-3-1-1-1";"022-003-001-001-001";"22-3-1-1";"022-003-001-001";1;"t";"e";"Miernik";"Stopień odnowienia umorzonego w 100% majątku trwałego";"2";"5%";"0";;;;;
"22-3-1-1-2";"022-003-001-001-002";"22-3-1-1";"022-003-001-001";0;"t";"e";"Miernik";"Wydatki na utrzymanie 1 m kw. powierzchni nieruchomości naleŜących do Kancelarii Sejmu";"2";"166 zł/m kw.";"0";;;;;
"22-3-1-1-2";"022-003-001-001-002";"22-3-1-1";"022-003-001-001";1;"t";"e";"Miernik";"Wydatki na utrzymanie 1 m kw. powierzchni nieruchomości naleŜących do Kancelarii Sejmu";"2";"166 zł/m kw.";"0";;;;;
"22-3-2";"022-003-002";"22-3";"022-003";0;"f";"c";"Dysponent";"Kancelaria Senatu";"3";;;14553;14553;0;100;0
"22-3-2";"022-003-002";"22-3";"022-003";1;"f";"c";"Dysponent";"Kancelaria Senatu";"3";;;14553;14553;0;100;0
"22-3-2-1";"022-003-002-001";"22-3-2";"022-003-002";0;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu przy rozsądnym koszcie";"3";;;;;;;
"22-3-2-1";"022-003-002-001";"22-3-2";"022-003-002";1;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu przy rozsądnym koszcie";"3";;;;;;;
"22-3-2-1-1";"022-003-002-001-001";"22-3-2-1";"022-003-002-001";0;"t";"e";"Miernik";"Wskaźnik poziomu kosztów obsługi technicznej";"3";"8,8 %";"<  9,2 %";;;;;
"22-3-2-1-1";"022-003-002-001-001";"22-3-2-1";"022-003-002-001";1;"t";"e";"Miernik";"Wskaźnik poziomu kosztów obsługi technicznej";"3";"8,8 %";"<  9,2 %";;;;;
"22-3-3";"022-003-003";"22-3";"022-003";0;"f";"c";"Dysponent";"NajwyŜsza Izba Kontroli";"7";;;53035;53035;0;100;0
"22-3-3";"022-003-003";"22-3";"022-003";1;"f";"c";"Dysponent";"NajwyŜsza Izba Kontroli";"7";;;53035;53035;0;100;0
"22-3-3-1";"022-003-003-001";"22-3-3";"022-003-003";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania obiektów i urządzeń NIK";"7";;;;;;;
"22-3-3-1";"022-003-003-001";"22-3-3";"022-003-003";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania obiektów i urządzeń NIK";"7";;;;;;;
"22-3-3-1-1";"022-003-003-001-001";"22-3-3-1";"022-003-003-001";0;"t";"e";"Miernik";"Ilość obiektów i urządzeń objętych terminowym przeglądem";"7";"-";"określenie wartości miernika nastąpi w 2012 r.";;;;;
"22-3-3-1-1";"022-003-003-001-001";"22-3-3-1";"022-003-003-001";1;"t";"e";"Miernik";"Ilość obiektów i urządzeń objętych terminowym przeglądem";"7";"-";"określenie wartości miernika nastąpi w 2012 r.";;;;;
"22-3-4";"022-003-004";"22-3";"022-003";0;"f";"c";"Dysponent";"Krajowa Rada Radiofonii i Telewizji";"9";;;3325;3325;0;100;0
"22-3-4";"022-003-004";"22-3";"022-003";1;"f";"c";"Dysponent";"Krajowa Rada Radiofonii i Telewizji";"9";;;3325;3325;0;100;0
"22-3-4-1";"022-003-004-001";"22-3-4";"022-003-004";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania KRRiT i Biura KRRiT w zakresie obsługi technicznej";"9";;;;;;;
"22-3-4-1";"022-003-004-001";"22-3-4";"022-003-004";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania KRRiT i Biura KRRiT w zakresie obsługi technicznej";"9";;;;;;;
"22-3-4-1-1";"022-003-004-001-001";"22-3-4-1";"022-003-004-001";0;"t";"e";"Miernik";"Relacja liczby etatów związanych z obsługą techniczną do liczby etatów ogółem";"9";"6,9%";"6,3%";;;;;
"22-3-4-1-1";"022-003-004-001-001";"22-3-4-1";"022-003-004-001";1;"t";"e";"Miernik";"Relacja liczby etatów związanych z obsługą techniczną do liczby etatów ogółem";"9";"6,9%";"6,3%";;;;;
"22-3-5";"022-003-005";"22-3";"022-003";0;"f";"c";"Dysponent";"Krajowe Biuro Wyborcze";"11";;;8781;8781;0;100;0
"22-3-5";"022-003-005";"22-3";"022-003";1;"f";"c";"Dysponent";"Krajowe Biuro Wyborcze";"11";;;8781;8781;0;100;0
"22-3-5-1";"022-003-005-001";"22-3-5";"022-003-005";0;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu w zakresie obsługi technicznej przy rozsądnym koszcie";"11";;;;;;;
"22-3-5-1";"022-003-005-001";"22-3-5";"022-003-005";1;"f";"d";"Cel";"Zapewnienie sprawnego funkcjonowania urzędu w zakresie obsługi technicznej przy rozsądnym koszcie";"11";;;;;;;
"22-3-5-1-1";"022-003-005-001-001";"22-3-5-1";"022-003-005-001";0;"t";"e";"Miernik";"Rzeczywiste koszty obsługi technicznej związanej z systemami IT (np.obsługa awarii systemów, opłaty licencyjne itp.)/koszty planowane";"11";"96,3 %";"95,2 %";;;;;
"22-3-5-1-1";"022-003-005-001-001";"22-3-5-1";"022-003-005-001";1;"t";"e";"Miernik";"Rzeczywiste koszty obsługi technicznej związanej z systemami IT (np.obsługa awarii systemów, opłaty licencyjne itp.)/koszty planowane";"11";"96,3 %";"95,2 %";;;;;
"22-3-6";"022-003-006";"22-3";"022-003";0;"f";"c";"Dysponent";"Państwowa Inspekcja Pracy";"12";;;45627;45627;0;100;0
"22-3-6";"022-003-006";"22-3";"022-003";1;"f";"c";"Dysponent";"Państwowa Inspekcja Pracy";"12";;;45627;45627;0;100;0
"22-3-6-1";"022-003-006-001";"22-3-6";"022-003-006";0;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"12";;;;;;;
"22-3-6-1";"022-003-006-001";"22-3-6";"022-003-006";1;"f";"d";"Cel";"Zapewnienie warunków technicznych niezbędnych do prawidłowego i niezakłóconego funkcjonowania urzędu";"12";;;;;;;
"22-3-6-1-1";"022-003-006-001-001";"22-3-6-1";"022-003-006-001";0;"t";"e";"Miernik";"Zakup sprzętu informatycznego w stosunku do zgłoszonych potrzeb";"12";"b.d.";"60%";;;;;
"22-3-6-1-1";"022-003-006-001-001";"22-3-6-1";"022-003-006-001";1;"t";"e";"Miernik";"Zakup sprzętu informatycznego w stosunku do zgłoszonych potrzeb";"12";"b.d.";"60%";;;;;
"22-3-7";"022-003-007";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"17";;;700;700;0;100;0
"22-3-7";"022-003-007";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Spraw Wewnętrznych i Administracji";"17";;;700;700;0;100;0
"22-3-7-1";"022-003-007-001";"22-3-7";"022-003-007";0;"f";"d";"Cel";"Zapewnienie obsługi technicznej";"17";;;;;;;
"22-3-7-1";"022-003-007-001";"22-3-7";"022-003-007";1;"f";"d";"Cel";"Zapewnienie obsługi technicznej";"17";;;;;;;
"22-3-7-1-1";"022-003-007-001-001";"22-3-7-1";"022-003-007-001";0;"t";"e";"Miernik";"Udział pracowników obsługi technicznej do ogółu zatrudnionych";"17";"nie było monitorowane";"0,9 %";;;;;
"22-3-7-1-1";"022-003-007-001-001";"22-3-7-1";"022-003-007-001";1;"t";"e";"Miernik";"Udział pracowników obsługi technicznej do ogółu zatrudnionych";"17";"nie było monitorowane";"0,9 %";;;;;
"22-3-8";"022-003-008";"22-3";"022-003";0;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"18";;;9819;9819;0;100;0
"22-3-8";"022-003-008";"22-3";"022-003";1;"f";"c";"Dysponent";"Ministerstwo Infrastruktury";"18";;;9819;9819;0;100;0
"22-3-8-1";"022-003-008-001";"22-3-8";"022-003-008";0;"f";"d";"Cel";"Zapewnienie sprawnego i niezakłóconego funkcjonowania urzędu w zakresie obsługi technicznej";"18";;;;;;;
"22-3-8-1";"022-003-008-001";"22-3-8";"022-003-008";1;"f";"d";"Cel";"Zapewnienie sprawnego i niezakłóconego funkcjonowania urzędu w zakresie obsługi technicznej";"18";;;;;;;
