"numer";"funkcja_zadanie";"podzadanie";"dysponent";"czesc";"cel";"miernik_nazwa";"miernik_wartosc_bazowa";"miernik_wartosc_rok_obec";"ogolem";"budzet_panstwa";"budzet_srodkow_europejskich"
"21.3";;;;"32";;"Odsetek kierunków badań, które uzyskały pozytywny wynik w badaniach biegłości";"100";"100";;;
"21.3";;;;"32";;"Liczba przeszkolonych osób";"1400";"1400";;;
"21.3";;;"Wojewodowie";"85";"Zapewnienie dobrostanu zwierząt";"Skuteczność egzekucji wydanych zaleceń pokontrolnych - ilość wyegzekwowanych zaleceń w stosunku do wydanych, ilośc kontroli w stosunku do ilości podmiotów ujetych w ewidencji zgodnie z przepisami prawa, terminowość załatwienia spraw";"95%";"97%";368293;368293;0
"21.3.1";;"21.3.1. Ochrona zdrowia i dobrostanu zwierząt";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Zapewnienie bezpieczeństwa epizootycznego oraz zdrowia publicznego w kraju w zakresie weterynarii";"Liczba krajów trzecich do których Polska może wysyłać zwierzęta, produkty pochodzenia zwierzęcego i pasze/liczba przeprowadzonych kontroli";"77/16619";"77/16159";9997;9997;0
"21.3.1";;;"Wojewodowie";"85";"Zapewnienie bezpieczeństwa epizootycznego";"Liczba badań diagnostycznych zwierząt w kierunku chorób zakaźnych";"-";"-";218701;218701;0
"21.3.2";;"21.3.2. Nadzór nad zdrowotną jakością środków spożywczych pochodzenia zwierzęcego i pasz w miejscach ich pozyskiwania, wytwarzania, przetwarzania i składowania";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Zapewnianie właściwej jakości zdrowotnej żywności pochodzenia zwierzęcego i pasz";"Liczba krajów trzecich do których Polska może wysyłać zwierzęta, produkty pochodzenia zwierzęcego i pasze/liczba przeprowadzonych kontroli";"77/13400";"77/13777";9895;9895;0
"21.3.2";;;"Wojewodowie";"85";"Zapewnienie właściwej jakości zdrowotnej żywności pochodzenia zwierzęcego i pasz";"Liczba podmiotów objętych nadzorem";"-";"-";149592;149592;0
"21.3.3";;"21.3.3. Realizacja zadań laboratoriów referencyjnych i innych zadań zleconych";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Utrzymanie sprawnego systemu nadzorowanej diagnostyki laboratoryjnej chorób zwierząt, skażeń żywności i pasz";"Odsetek kierunków badań, które uzyskały pozytywny wynik w badaniach biegłości.";"100%";"100%";14520;14520;0
"21.3.4";;"21.3.4. Program wieloletni ``Ochrona zdrowia zwierząt i zdrowia publicznego``";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Zapewnianie aktualnych informacji dotyczących występowania w Polsce najgroźniejszych dla ludzi odzwierzęcych czynników chorobotwórczych";"Liczba przeszkolonych osób.";"1400";"1400";13102;13102;0
"21.4";"21.4. Kształtowanie ustroju rolnego państwa oraz rolnictwo ekologiczne i żywność regionalna, tradycyjna i systemy jakości żywności";;"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Rozwój produkcji żywności metodami ekologicznymi";"Liczba gospodarstw ekologicznych";"-";"19000";58894;58894;0
"21.4";;;;"32";;"Liczba próbek";"500000";"500000";;;
"21.4";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Efektywny system doradztwa";"Liczba odbiorców usług doradczych, szkoleniowych i upowszechnieniowych";"4696";"1000";500;500;0
"21.4";;;;"33";;"Liczba wydanych materiałów szkoleniowych";"4696";"11000";;;
"21.4";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";"Rozpowszechnianie wiedzy i informacji o systemach jakości żywności i produktach w nich uczestniczących wśród producentów oraz potencjalnych konsumentów produktów wysokojakościowych";"Ilość certyfikatów wydanych uczestnikom systemów jakości żywności";"981";"1200";270;270;0
"21.4";;;"Wojewodowie";"85";"Tworzenie warunków do rozwoju rolnictwa ekologicznego";"Liczba ekologicznych gospodarstw rolnych (z certyfikatem)";"-";"-";37;37;0
"21.4";;;;"85";;"Skuteczność egzekucji wydanych zaleceń pokontrolnych - ilość wyegzekwowanych zaleceń w stosunku do wydanych";"-";"-";;;
"21.4";;;;"85";;"Łączna powierzchnia gruntów w stosunku, do których w danym roku zakończono postępowanie scaleniowe";"-";"-";;;
"21.4";;;;"85";;"Odsetek gospodarstw rolnych o powierzchni poniżej 2 ha";"-";"-";;;
"21.4.1";;"21.4.1. Kształtowanie ustroju rolnego państwa";"Wojewodowie";"85";"Zapewnienie prawidłowej struktury agrarnej oraz regulacja stanów prawnych niektórych grup nieruchomości";"Liczba ekologicznych gospodarstw rolnych (z certyfikatem)";"-";"-";37;37;0
"21.4.2";;"21.4.2. Rolnictwo ekologiczne ";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Rozwój produkcji żywności metodami ekologicznymi";"Liczba gospodarstw ekologicznych";"-";"19000";5920;5920;0
"21.4.2";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Wzrost produkcji żywności metodami ekologicznymi poprzez wsparcie finansowe, merytoryczne, organizacyjne i prawne systemu rolnictwa ekologicznego";"Liczba odbiorców usług doradczych, szkoleniowych i upowszechnieniowych";"4696";"1000";480;480;0
"21.4.3";;"21.4.3. Żywność regionalna, tradycyjna i systemy jakości żywności";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Poprawa jakości produkcji i produktów rolnych przeznaczonych do spożycia przez ludzi";"Liczba wydanych materiałów szkoleniowych";"4696";"11000";20;20;0
"21.4.3";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";"Poprawa jakości produkcji i produktów rolnych przeznaczonych do spożycia przez ludzi";"Ilość certyfikatów wydanych uczestnikom systemów jakości żywności";"981";"1200";270;270;0
"21.4.4";;"21.4.4. Agrochemiczna obsługa rolnictwa w Polsce";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Optymalizacja nawożenia i ochrony środowiska przed nadmierną chemizacją";"Ilość próbek";"500000";"500000";36734;36734;0
"21.4.5";;"21.4.5. Program wieloletni ``Kształtowanie środowiska rolniczego Polski oraz zrównoważony rozwój produkcji rolniczej``";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Zapewnianie zrównoważonego ekologicznie rozwoju produkcji rolniczej";"Liczba publikacji i opracowań upowszechniających wyniki badań wykonywanych w ramach programu wieloletniego";"110";"-";6740;6740;0
"21.4.6";;"21.4.6. Program wieloletni ``Ekonomiczne i społeczne uwarunkowania rozwoju gospodarki żywnościowej po wstąpieniu Polski do Unii Europejskiej``";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Dostarczanie informacji na temat stanu polskiej gospodarki żywnościowej po wstąpieniu do UE";"-";"-";"-";9500;9500;0
"21.5";"21.5. Wspieranie infrastruktury wsi";;"Wojewodowie";"85";"Poprawa stanu bezpieczeństwa powodziowego oraz polepszanie zdolności produkcyjnej i ułatwianie uprawy użytków rolnych


Ocena skutków niekorzystnych zjawisk atmosferycznych w gospodarstwach rolnych - w uprawach rolnych i budynkach gospodarskich";"Liczba gospodarstw i powierzchnia scalonych gruntów";" brak danych";"brak danych";13879;13879;0
"21.5";;;;"85";;"Liczba km dróg wyremontowanych w relacji do liczby km zniszczonych w ciagu 5 ostatnich lat";" brak danych";"brak danych";;;
"21.5.1";;"21.5.1. Nadzór nad wykorzystaniem środków z budżetu przez jst w zakresie usuwania skutków klęsk żywiołowych ";"Wojewodowie";"85";"Zapewnianie sprawnego wykorzystania środków przeznaczonych dla podmiotów poszkodowanych przez klęski żywiołowe";"Ilość km odbudowanych dróg";"-";"-";1829;1829;0
"21.5.2";;"21.5.2. Prace geodezyjno-urządzeniowe na potrzeby rolnictwa, w tym scalanie i wymiana gruntów oraz zagospodarowanie poscaleniowe";"Wojewodowie";"85";"Poprawa struktury obszarowej gospodarstw oraz sporządzenie dokumentacji geodezyjno-prawnej do ujawnienia nowego stanu prawnego w księgach wieczystych dla obszaru scalenia";"Powierzchnia gruntów objęta pracami geodezyjno-kartograficznymi";"-";"-";12050;12050;0
"21.6";"21.6. Wspieranie rybactwa śródlądowego i rybołówstwa morskiego";;"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";"Tworzenie konkurencyjnego, nowoczesnego i dynamicznego sektora rybackiego";"Ilość materiału zarybieniowego użytego do zarybiania";"1500000";"1500000";506027;149525;356502
"21.6";;;;"62";;"Wykorzystanie limitu środków EFR (narastająco w %)";"4,94";"40,0";;;
"21.6";;;"Wojewodowie";"85";"Ograniczenie przypadków naruszania przepisów obowiązującego prawa z zakresu rybactwa śródlądowego i rybołówstwa morskiego";"Ilość przeprowadzonych kontroli na jednego strażnika";" - ";" - ";51456;51456;0
"21.6.1";;"21.6.1. Wspieranie rybactwa śródlądowego";"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";"Zapewnianie sprawnego funkcjonowania rybołówstwa śródlądowego";"Stopień wykorzystania środków przeznaczonych na realizację zadań (%)";"100";"100";4864;4864;0
"21.6.1";;;"Wojewodowie";"85";"Przeciwdziałanie kłusownictwu";"Liczba ujawnionych przypadków przestępstw i wykroczeń w stosunku do liczby przeprowadzonych kontroli";"-";"-";19644;19644;0
"21.6.2";;"21.6.2. Wspieranie rybołówstwa morskiego ";"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";"Zapewnianie sprawnego działania sektora rybołówstwa morskiego";"Ilość materiału zarybieniowego użytego do zarybiania";"1500000";"1500000";12976;12976;0
"21.6.3";;"21.6.3. PO Zrównoważony rozwój sektora rybołówstwa i nadbrzeżnych obszarów rybackich 2007-2013";"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";"Wzmacnianie pozycji konkurencyjnej polskich podmiotów związanych z rybołówstwem i rybactwem, z zachowaniem zasady zrównoważonego rozwoju i przy wsparciu należytych zdolności administracyjnych w tym zakresie";"Wykorzystanie limitu środków EFR (narastająco w %)";"4,94";"40,0";483037;126535;356502
"21.6.3";;;"Wojewodowie";"85";"Zapewnienie zrównoważonego rozwoju rybołówstwa";"Stopień wykorzystania alokacji (%).";"-";"-";31812;31812;0
"21.6.4";;"21.6.4. Program wieloletni ``Wieloletni Program Zbierania Danych Rybackich 2007-2013``";"Ministerstwo Rolnictwa i Rozwoju Wsi";"62";"Aktywne prowadzenie przez Polskę działań w zakresie Wspólnej Polityki Rybackiej";"Stopień wykonania przygotowywanych typów danych biologicznych i ekonomicznych dla użytkowników zewnętrznych (%)";"100";"100";5150;5150;0
"21.7";"21.7. Realizacja Wspólnej Polityki Rolnej oraz pomocy krajowej";;"Ministerstwo Finansów";"19";"Tworzenie konkurencyjnego, nowoczesnego i dynamicznego sektora rolnego";"Stopień wykorzystania środków finansowych na Pomoc Techniczną  w ramach PROW 2007-13 w MF";"100";"100";308;308;0
"21.7";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Tworzenie konkurencyjnego, nowoczesnego i dynamicznego sektora rolnego";"Liczba rolników prowadzących rachunkowość na potrzeby FADN";"12100";"11100";130210;130210;0
"21.7";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Zapewnienie wysokiej jakości usług w zakresie doradztwa rolniczego";"Liczba przeszkolonych doradców z zakresu udzielania rolnikom pomocy doradczej w korzystaniu z instrumentów finansowych WPR";"6000";"8000";21505445;3795030;17710415
"21.7";;;;"33";"Tworzenie konkurencyjnego, nowoczesnego i dynamicznego sektora rolnego";"% wykorzystania środków EFRROW (narastająco)";"16,8";"49,9";;;
"21.7";;;;"33";;"Ilość kredytów preferencyjnych udzielonych przez banki z dopłatami do oprocentowania ze środków ARiMR";"51316";"51500";;;
"21.7";;;;"33";;"% wykorzystania środków EFRG";"100";"100";;;
"21.7";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";"Tworzenie konkurencyjnego, nowoczesnego i dynamicznego sektora rolnego";"Liczba wydanych decyzji oraz umów (dokumenty skutkujące płatnością) (szt.)";"138193";"89124";1046812;496812;550000
"21.7";;;;"35";;"Liczba uczniów korzystających z dopłaty krajowej do spożycia mleka i przetworów mlecznych w szkołach podstawowych (szt.)";"1700000";"2450000";;;
"21.7";;;"Wojewodowie";"85";"Zapewnienie sprawnego i prawidłowego wykorzystania środków UE";"Liczba projektów realizowanych przez gospodarstwa rolne do całkowitej liczby gospodarstw rolnych w województwie";"35%";"37%";480679;158034;322645
"21.7.1";;"21.7.1. Doradztwo rolnicze";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Wspieranie ośrodków doradztwa rolniczego w realizacji WPR oraz pomocy krajowej";"Liczba przeszkolonych doradców z zakresu udzielania rolnikom pomocy doradczej w korzystaniu z instrumentów finansowych WPR";"6000";"8000";3568;3568;0
"21.7.1";;;"Wojewodowie";"85";"Upowszechnianie wiedzy wśród mieszkańców obszarów wiejskich w zakresie rolnictwa i innych form gospodarowania na obszarach wiejskich";"Odsetek gospodarstw rolnych objętych doradztwem rolniczym";"-";"-";154454;154454;0
"21.7.2";;"21.7.2. Pomoc krajowa";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Wsparcie dla sektora rolno-spożywczego z budżetu krajowego";"Ilość ubezpieczonych hektarów użytków rolnych (tys. ha)";"4000";"5000";100000;100000;0
"21.7.2";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Wsparcie dla sektora rolno-spożywczego z budżetu krajowego";"% wykorzystania środków budżetowych";"100";"100";744626;744626;0
"21.7.2";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";"Wsparcie dla sektora rolno-spożywczego z budżetu krajowego";"Liczba uczniów korzystających z dopłaty krajowej  do spożycia mleka i przetworów mlecznych w szkołach podstawowych.";"1700000";"2450000";193918;193918;0
"21.7.2";;;"Wojewodowie";"85";"Obniżenie kosztów produkcji rolnej";"Powierzchnia użytków rolnych, na których obniżono koszty produkcji rolnej";"-";"-";2761;2761;0
"21.7.3";;"21.7.3. WPR finansowane z EFRG";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Stabilizacja rynku poprzez planowaną produkcję, koncentrację podaży, obniżenie kosztów produkcji";"Ilość wydatnych decyzji o przyznaniu pomocy finansowej";"230";"331";860843;280195;580648
"21.7.4";;"21.7.4. Wspieranie realizacji WPR Unii Europejskiej";"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";"Podniesienie dochodowości gospodarstw rolnych";"Liczba wydanych decyzji oraz umów (ARR) (dokumenty skutkujące płatnością).";"88079";"39124";852894;302894;550000
"21.7.5";;"21.7.5. Program Rozwoju Obszarów Wiejskich 2007-2013";"Ministerstwo Finansów";"19";"Wsparcie rozwoju obszarów wiejskich";"Stopień wykorzystania środków finansowych na Pomoc Techniczna w ramach PROW 2007-13 w MF";"100%";"100%";308;308;0
"21.7.5";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Wsparcie rozwoju obszarów wiejskich";"% wykorzystania limitu środków EFRROW (narastająco)";"16,8";"49,9";11577610;1095980;10481630
"21.7.5";;;"Wojewodowie";"85";"Właściwe wykorzystanie środków krajowych i unijnych w celu realizacji założeń programu PROW";"Stosunek projektów realizowanych zgodnie z planem do wszystkich realizowanych projektów";"-";"-";323464;819;322645
"21.7.8";;"21.7.8. Realizacja płatności bezpośrednich";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Wsparcie dochodów rolniczych";"Procentowe wykorzystanie limitu środków";"100";"100";8318798;1670661;6648137
"21.7.9";;"21.7.9. Zbieranie i wykorzystywanie danych rachunkowych z gospodarstw rolnych na potrzeby FADN (Farm Accountancy Data Network)";"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Zapewnianie danych rachunkowych z reprezentatywnej próby gospodarstw rolnych do Sieci Danych Rachunkowych z Gospodarstw Rolnych";"Liczba rolników prowadzących rachunkowość na potrzeby FADN";"12100";"11100";30210;30210;0
"21.8";"21.8. Informatyzacja działalności i budowa społeczeństwa informacyjnego";;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Utworzenie i utrzymanie zintegrowanego systemu informatycznego doradztwa";"Ilość prowadzonych baz danych oraz rozpowszechnianych aplikacji i programów komputerowych dla potrzeb doradztwa i rolników";"-";"15";365;365;0
"21.8.1";;"21.8.1. Utrzymanie systemów informatycznych";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Zwiększenie dostępności i integralności gromadzonych i prezentowanych danych oraz zapewnienie trwałości systemów";"Ilość prowadzonych baz danych oraz rozpowszechniania aplikacji i programów komputerowych dla potrzeb doradztwa i rolników";"-";"15";40;40;0
"21.8.2";;"21.8.2. Budowa i wdrożenie rozwiązań informatycznych";"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Utworzenie i utrzymanie zintegrowanego systemu informatycznego doradztwa";"Ilość prowadzonych baz danych oraz rozpowszechnianych aplikacji i programów komputerowych dla potrzeb doradztwa rolników";"-";"15";325;325;0
"22";"FUNKCJA 22. PLANOWANIE STRATEGICZNE ORAZ OBSŁUGA ADMINISTRACYJNA I TECHNICZNA";;;;;;;;3865561;3844530;21031
"22.1";"22.1. Koordynacja merytoryczna działalności, planowania strategicznego i operacyjnego";;"Kancelaria Senatu";"03";"Zapewnienie sprawnego i prawidłowego zarządzania Kancelarią Senatu";"Udział osób zaangażowanych w proces merytorycznej koordynacji działalności dysponenta do ogółu zatrudnionych w %";"8,9 %";"8,7 % - 9,2 %";6119;6119;0
"22.1";;;"Krajowa Rada Radiofonii i Telewizji";"09";"Zapewnienie sprawnego funkcjonowania KRRiT i Biura KRRiT w zakresie koordynacji merytorycznej działalności, planowania strategicznego i operacyjnego";"Relacja liczby etatów związanych z działalnością koordynacyjną KRRiT i Biura KRRiT do liczby etatów ogółem";"35,7%";"31,9%";5219;5219;0
"22.1";;;"Krajowe Biuro Wyborcze";"11";"Zapewnienie sprawnej obsługi i realizacji zadań KBW";"% wykonania budżetu przeznaczonego na realizację zadania";"97,0";"97,0";4293;4293;0
"22.1";;;"Państwowa Inspekcja Pracy";"12";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Opisowa ocena kierownictwa";"pozytywna";"pozytywna";31741;31741;0
"22.1";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"17";"Zapewnianie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Ocena efektywności realizacji zadań obejmujących koordynację merytoryczną działalności, planowanie strategiczne i operacyjne";"pozytywny wynik audytu wewnętrznego";"pozytywny wynik audytu wewnętrznego";668;668;0
"22.1";;;"Ministerstwo Infrastruktury";"18";"Zapewnienie merytorycznej obsługi organu administracji rządowej / kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Liczba przeszkolonych pracowników służb administracji architektoniczno-budowlanej i nadzoru budowlanego w zakresie działalności merytorycznej urzędu (w szt.)";"379";"160";6848;6848;0
"22.1";;;;"18";;"Udział pracowników koordynujących działalność dysponenta do ogółu zatrudnionych (w %)";"10%";"10%";;;
"22.1";;;"Ministerstwo Finansów";"19";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Procent rozpatrzonych pozytywnie skarg na działalność urzędu w stosunku do liczby złożonych ";"4,24%";"4%";27181;27181;0
"22.1";;;"Ministerstwo Gospodarki";"20";"Poprawa terminowości realizacji dokumentów legislacyjnych";"Odsetek przygotowanych terminowo dokumentów legislacyjnych zgodnie z programem prac MG";"36%";"60%";18637;18637;0
"22.1";;;;"20";;"Odsetek przygotowanych terminowo dokumentów legislacyjnych zgodnie z programem prac Rządu";"23%";"55%";;;
"22.1";;;"Ministerstwo Infrastruktury";"21";"Zapewnienie merytorycznej obsługi organu administracji rządowej / kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Udział pracowników koordynujących działalność dysponenta do ogółu zatrudnionych (w %)";"10%";"10%";1843;1843;0
"22.1";;;"Ministerstwo Środowiska";"22";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Wartość logiczna TAK/NIE";"TAK";"TAK";2738;2738;0
"22.1";;;"Ministerstwo Kultury i Dziedzictwa Narodowego";"24";"Zapewnienie merytorycznej obsługi organu administracji rządowej / kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Udział kosztów obsługi zadania w stosunku do środków finansowych na kulturę";"0,75";"0,84";19026;19026;0
"22.1";;;;"24";;"Stopień realizacji planowanych zadań (%)";"57,14";"57,14";;;
"22.1";;;"Ministerstwo Sportu i Turystyki";"25";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Stopień realizacji rocznego Planu zadań MSiT (%)";"100%";"100%";11192;11192;0
"22.1";;;"Ministerstwo Infrastruktury";"26";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Udział pracowników koordynujących działalność dysponenta do ogółu zatrudnionych w %";"10 %";"10 %";944;944;0
"22.1";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"27";"Zapewnianie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Ocena efektywności realizacji zadań obejmujących koordynację merytoryczną działalności, planowanie strategiczne i operacyjne";"pozytywny wynik audytu wewnętrznego";"pozytywny wynik audytu wewnętrznego";614;614;0
"22.1";;;"Ministerstwo Nauki i Szkolnictwa Wyższego";"28";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Liczba agencji wdrażających politykę naukową";"1";"2";4734;4689;45
"22.1";;;;"28";;"Udział wydatków na administrację w zadaniach realizowanych w dziale nauka";"1,07%";"1,29%";;;
"22.1";;;"Ministerstwo Obrony Narodowej";"29";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Opis stopnia osiągnięcia celu";"-";"-";149345;149345;0
"22.1";;;"Ministerstwo Edukacji Narodowej";"30";"Zapewnianie merytorycznej obsługi organu administracji rządowej  na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Liczba osób koordynujących merytoryczną działalność, planowanie strategiczne i operacyjne w stosunku do ogółu pracowników MEN (%)";"29%";"26%-28%";13464;13464;0
"22.1";;;"Ministerstwo Pracy i Polityki Społecznej";"31";"Zapewnianie merytorycznej obsługi organu administracji rządowej/kierownika jednostki  na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Wartość środków finansowych przeznaczonych na realizację zadania";"-";"-";14965;14965;0
"22.1";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"32";"Zapewnianie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"% udzielonych odpowiedzi na pisma wymagające zajęcia stanowiska Urzędu";"100";"100";46273;46273;0
"22.1";;;;"32";;"Stopień wykorzystania środków przeznaczonych na realizację zadań z zakresu przygotowywania ocen, opracowań i opinii";"100";"100";;;
"22.1";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"33";"Zapewnienie merytorycznej obsługi urzędu";"% udzielonych odpowiedzi na pisma wymagające zajęcia stanowiska Urzędu";"100";"100";9553;9553;0
"22.1";;;;"33";;"Stopień wykorzystania środków przeznaczonych na realizację zadań z zakresu przygotowywania ocen, opracowań i opinii";"100";"100";;;
"22.1";;;"Ministerstwo Rozwoju Regionalnego";"34";"Zapewnianie merytorycznej obsługi organu administracji rządowej / kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Udział zatrudnienia w Kierownictwie, Gabinecie Politycznym i Biurze Ministra w zatrudnieniu ogółem w MRR (średniorocznie, liczba etatów)";"0,04";"0,04";6386;6386;0
"22.1";;;"Ministerstwo Rolnictwa i Rozwoju Wsi";"35";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"% udzielonych odpowiedzi na pisma wymagające  zajęcia stanowiska Urzędu";"100";"100";7334;7334;0
"22.1";;;;"35";;"Stopień wykorzystania środków przeznaczonych na realizację zadań z zakresu przygotowywania ocen, opracowań i opinii";"-";"100";;;
"22.1";;;"Ministerstwo Skarbu Państwa";"36";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Ocena opisowa Kierownictwa";"-";"-";5525;5525;0
"22.1";;;"Ministerstwo Sprawiedliwości";"37";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"-";"-";"-";16493;16493;0
"22.1";;;"Ministerstwo Nauki i Szkolnictwa Wyższego";"38";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Udział wydatków na administrację w zadaniach realizowanych w dziale szkolnictwo wyższe";"0,14%";"0,20%";15;15;0
"22.1";;;"Ministerstwo Infrastruktury";"39";"Zapewnienie merytorycznej obsługi organu administracji rządowej/ kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Udział pracowników koordynujących działalność dysponenta do ogółu zatrudnionych w %";"10%";"10%";10706;10706;0
"22.1";;;"Ministerstwo Sportu i Turystyki";"40";"Zapewnienie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Stopień realizacji rocznego Planu zadań MSiT (%)";"100";"100";925;925;0
"22.1";;;"Ministerstwo Środowiska";"41";"Zapewnienie merytorycznej obsługi organu administracji rządowej/ kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Wartość logiczna TAK/NIE";"TAK";"TAK";2905;2905;0
"22.1";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"42";"Zapewnianie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Ocena efektywności realizacji zadań obejmujących koordynację merytoryczną działalności, planowanie strategiczne i operacyjne";"pozytywny wynik audytu wewnętrznego";"pozytywny wynik audytu wewnętrznego";22989;22989;0
"22.1";;;"Ministerstwo Spraw Wewnętrznych i Administracji";"43";"Zapewnianie merytorycznej obsługi organu administracji rządowej/kierownika jednostki na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Ocena efektywności realizacji zadań obejmujących koordynację merytoryczną działalności, planowanie strategiczne i operacyjne";"pozytywny wynik audytu wewnętrznego";"pozytywny wynik audytu wewnętrznego";527;527;0
"22.1";;;"Ministerstwo Pracy i Polityki Społecznej";"44";"Zapewnianie merytorycznej obsługi organu administracji rządowej/kierownika jednostki  na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Wartość środków finansowych przeznaczonych na realizację zadania";"-";"-";7358;7358;0
"22.1";;;"Ministerstwo Spraw Zagranicznych";"45";"Sprawna i efektywna realizacja zadań ministerstwa";"Ocena członków Kierownictwa i dyrektorów komórek organizacyjnych – ankieta wewnętrzna";"dobra";"dobra";51452;51452;0
"22.1";;;"Ministerstwo Zdrowia";"46";"Zapewnianie merytorycznej obsługi Ministra Zdrowia na rzecz utrzymania zgodności prowadzonej działalności z celami polityki rządu";"Udział środków przeznaczonych na koordynację merytorycznej działalności w budżecie dysponenta części";"0,77%";"0,87%";32143;32143;0
